let,num
鳥,1
島,13
ヤ,1
ス,1
ノ,8
屏,1
風,2
喜,1
兵,1
衛,1
寺,1
局,1
家,2
京,2
上,2
臈,1
牛,1
ヶ,1
首,1
柏,1
荒,1
神,3
井,1
鶴,1
石,3
摺,1
鉢,1
谷,2
小,1
向,2
大,1
福,1
浦,5
戸,1
鷲,1
松,1
能,1
見,1
重,1
ヘ,1
キ,2
姫,2
泊,1
納,1
言,1
様,1
外,1
新,2
田,3
チ,1
リ,1
ホ,1
ウ,1
笠,1
才,1
宮,2
追,1
出,1
揚,1
横,1
防,1
地,2
蔵,1
山,5
鍛,1
冶,1
屋,1
内,1
八,1
日,1
文,1
教,1
奴,1
免,1
里,1
岩,1
藤,1
ヱ,1
門,1
倉,1
広,1
木,1
立,1
鎧,1
高,1
流,1
レ,1
子,1
持,1
綿,1
打,1
奥,3
中,1
坪,1
積,1
琴,1
反,1
