let,num
星,1
川,6
玉,2
井,7
弥,2
生,2
中,8
央,3
桜,2
箱,1
田,19
美,1
土,1
里,1
末,1
広,3
曙,1
仲,1
鎌,1
倉,1
西,4
問,1
屋,1
筑,1
波,2
銀,1
座,1
本,5
宮,3
別,3
府,3
江,4
南,3
久,2
下,5
前,1
木,3
船,1
台,2
赤,1
城,2
肥,1
塚,4
石,2
原,9
瀬,3
妻,4
沼,7
大,4
円,1
光,1
伊,1
勢,1
月,1
見,2
高,2
柳,1
吉,2
所,1
敷,1
籠,1
武,1
体,1
向,2
谷,4
新,10
堀,2
弁,1
財,1
柴,1
黒,1
島,9
奈,4
良,4
相,1
上,13
市,1
ノ,1
坪,1
恩,3
冑,1
山,1
平,3
道,1
ケ,4
戸,6
四,1
方,1
寺,1
出,2
野,3
八,3
ツ,1
口,1
明,1
小,6
曽,2
根,3
屈,1
来,1
津,2
箕,1
輪,1
男,1
須,2
賀,1
袋,1
太,2
御,2
稜,1
威,1
作,1
増,1
柿,1
手,1
正,1
池,1
代,2
俵,1
三,2
間,2
々,1
泉,1
拾,1
六,1
塩,1
日,1
樋,1
春,1
成,1
沢,1
楊,1
林,1
飯,1
板,1
村,1
岡,1
今,1
永,1
善,1
保,1
東,1
藤,1
吾,1
麻,1
押,1
切,1
葛,1
和,1
千,1
佐,1
万,2
之,1
条,1
尻,1
晴,1
榎,1
河,1
熊,1
