name,latitude,longitude
埼玉県,秩父郡小鹿野町
小鹿野,36.023045,139.002881
般若,35.992845,139.009657
下小鹿野,36.011977,139.021720
日尾,36.068959,138.939039
伊豆沢,36.000259,138.989559
飯田,36.034926,138.966173
長留,35.994387,139.038107
三山,36.035882,138.915326
河原沢,36.048700,138.864953
藤倉,36.067251,138.909423
両神薄,36.015459,138.925755
両神小森,35.993724,138.915121
