都道府県コード,都道府県名,市区町村コード,市区町村名,大字町丁目コード,大字町丁目名,緯度,経度,原典資料コード,大字・字・丁目区分コード
11,埼玉県,11369,秩父郡東秩父村,113690001000,大字奥沢,36.061593,139.196500,0,1
11,埼玉県,11369,秩父郡東秩父村,113690002000,大字大内沢,36.081202,139.166949,0,1
11,埼玉県,11369,秩父郡東秩父村,113690003000,大字皆谷,36.038780,139.170425,0,1
11,埼玉県,11369,秩父郡東秩父村,113690004000,大字安戸,36.046879,139.215820,0,1
11,埼玉県,11369,秩父郡東秩父村,113690005000,大字御堂,36.040378,139.190854,0,1
11,埼玉県,11369,秩父郡東秩父村,113690006000,大字坂本,36.056038,139.171287,0,1
11,埼玉県,11369,秩父郡東秩父村,113690007000,大字白石,36.014748,139.175333,0,1
