都道府県コード,都道府県名,市区町村コード,市区町村名,大字町丁目コード,大字町丁目名,緯度,経度,原典資料コード,大字・字・丁目区分コード
11,埼玉県,11324,入間郡三芳町,113240001000,みよし台,35.832430,139.544689,0,1
11,埼玉県,11324,入間郡三芳町,113240002000,竹間沢東,35.823795,139.552316,0,1
11,埼玉県,11324,入間郡三芳町,113240003000,大字竹間沢,35.826113,139.544215,0,1
11,埼玉県,11324,入間郡三芳町,113240004000,大字北永井,35.836750,139.512799,0,1
11,埼玉県,11324,入間郡三芳町,113240005000,大字藤久保,35.837250,139.531206,0,1
11,埼玉県,11324,入間郡三芳町,113240006000,大字上富,35.831943,139.500370,0,1
