let,num
字,133
赤,1
川,16
愛,4
宕,4
後,6
下,23
タ,5
丁,5
油,1
出,1
荒,1
五,1
百,1
久,2
保,5
石,7
仏,3
上,13
原,11
前,8
泉,1
窪,8
市,3
道,8
十,2
文,2
銀,1
杏,1
木,2
一,1
本,3
兎,5
内,9
戸,4
沢,22
谷,3
地,3
姥,1
堤,1
ウ,2
ル,2
エ,3
長,8
根,9
蛯,3
村,1
追,2
分,1
応,1
田,7
大,7
渡,4
ノ,11
モ,4
鍜,2
冶,2
屋,2
ミ,1
新,10
井,5
傘,1
松,1
町,3
裏,3
西,3
観,1
音,1
堂,3
狐,1
森,2
蔵,3
熊,5
頭,4
野,5
林,4
毛,1
無,2
越,2
掛,2
小,2
幸,1
神,2
佐,2
鮫,1
口,2
向,5
鹿,2
中,8
崎,2
正,2
場,2
治,1
郎,1
左,1
門,1
明,1
惣,1
橋,2
学,2
工,1
太,1
平,4
楽,1
竹,1
舘,5
岱,2
塚,3
伝,2
兵,2
衛,2
天,3
満,3
土,1
筒,1
徳,1
良,1
張,1
寄,1
苗,1
代,1
二,4
階,2
柳,2
岸,1
月,1
白,1
山,1
博,1
労,1
八,1
景,1
花,1
古,7
街,1
脇,1
堀,1
合,1
虫,1
横,2
浅,1
水,1
扇,1
切,1
倉,4
又,1
重,1
手,1
豊,1
間,1
