都道府県コード,都道府県名,市区町村コード,市区町村名,大字町丁目コード,大字町丁目名,緯度,経度,原典資料コード,大字・字・丁目区分コード
02,青森県,02426,下北郡佐井村,024260001000,大字佐井,41.403862,140.882932,0,1
02,青森県,02426,下北郡佐井村,024260002000,大字長後,41.298973,140.816355,0,1
