都道府県コード,都道府県名,市区町村コード,市区町村名,大字町丁目コード,大字町丁目名,緯度,経度,原典資料コード,大字・字・丁目区分コード
02,青森県,02450,三戸郡新郷村,024500001000,大字西越,40.432988,141.183343,0,1
02,青森県,02450,三戸郡新郷村,024500002000,大字戸来,40.453328,141.112886,0,1
