let,num
青,4
崎,16
葉,2
台,16
明,5
野,20
高,15
尾,9
東,18
曙,1
生,5
石,3
港,3
泉,1
今,2
津,14
留,7
岩,1
田,24
上,17
丘,12
恵,1
比,1
寿,2
王,9
子,11
北,6
新,14
中,27
西,12
南,20
山,4
の,9
手,3
ノ,6
瀬,8
丹,2
川,9
安,1
藤,2
家,3
島,7
市,7
一,3
木,8
洲,3
尺,1
屋,5
猪,1
入,1
蔵,1
荏,2
隈,2
大,14
分,4
在,4
太,2
平,3
岡,3
奥,2
鴛,1
乙,3
小,6
鬼,1
海,2
原,28
片,1
葛,1
金,3
谷,1
迫,2
詰,1
判,4
戸,10
次,3
河,4
内,5
神,2
佐,6
口,1
久,4
土,1
毛,1
井,2
池,3
国,4
坂,4
里,2
沢,2
志,4
村,2
下,12
徳,3
丸,2
宗,4
方,3
城,9
杉,1
勢,2
関,2
園,3
千,2
歳,1
寒,2
竹,5
矢,1
尻,3
種,1
具,1
駄,1
玉,1
旦,1
月,1
形,1
辻,2
常,1
行,1
角,3
守,1
鶴,11
荷,2
杵,1
萩,3
羽,4
畑,2
端,1
登,1
馬,1
場,1
浜,8
日,8
吉,5
横,7
広,3
福,2
良,1
豊,4
饒,2
古,3
府,3
細,1
本,2
曲,1
牧,4
政,2
所,2
亀,1
三,7
光,1
皆,1
春,6
宮,5
芳,2
廻,1
栖,1
森,4
八,1
幡,1
永,2
興,2
流,1
通,2
業,1
務,1
団,1
地,2
央,9
州,1
道,3
賀,5
来,3
か,2
た,1
し,1
ま,1
要,1
季,1
希,1
望,2
が,9
け,1
や,1
き,1
顕,1
公,1
り,2
ケ,4
桜,1
汐,1
見,2
敷,6
郡,4
庄,1
境,1
貝,1
栄,1
末,1
須,1
住,1
星,1
和,1
碩,1
江,3
砂,1
松,5
室,1
代,1
寺,2
仲,1
長,1
揚,1
に,1
じ,1
錦,1
み,1
緑,3
花,4
は,1
な,1
ひ,1
ば,2
富,1
士,1
弁,1
天,1
法,1
勝,1
舞,1
ハ,1
イ,1
ラ,1
ン,1
ド,1
都,1
向,2
沖,1
元,1
塚,1
六,2
坊,2
院,1
苑,1
京,1
白,1
わ,1
椿,1
雄,2
旭,1
二,1
又,1
磧,1
町,1
尼,1
