let,num
安,22
岐,22
町,75
朝,1
来,6
糸,2
永,1
大,3
添,1
掛,1
樋,1
向,3
陽,2
台,2
塩,1
屋,2
下,3
原,5
山,3
口,2
瀬,1
戸,2
田,8
富,3
清,1
中,3
園,1
成,4
久,1
西,2
本,1
馬,1
場,1
両,1
子,1
明,1
治,2
矢,1
川,3
浦,3
油,1
留,1
木,1
吉,3
松,2
国,41
東,27
赤,2
寺,5
岩,2
小,4
北,1
江,2
見,15
地,1
重,1
藤,1
仏,2
郎,1
丸,2
恩,1
深,2
綱,1
井,2
鶴,1
浜,2
崎,1
堅,1
横,1
手,2
根,1
伊,1
美,1
熊,2
毛,2
鬼,1
籠,1
部,1
櫛,2
海,1
方,1
千,1
燈,1
竹,1
津,1
野,3
武,14
蔵,14
麻,1
池,1
ノ,1
内,2
城,1
志,1
和,1
利,1
狭,1
間,1
古,1
市,1
三,1
広,1
