let,num
井,1
無,1
田,2
入,2
船,2
西,1
東,1
網,1
代,1
堅,1
浦,6
上,2
青,2
江,2
下,1
千,1
怒,1
津,2
久,2
見,3
徳,3
長,1
目,1
日,1
保,1
戸,2
島,1
八,1
四,1
大,1
友,1
岡,1
宮,3
本,3
合,1
ノ,1
元,2
小,1
園,1
地,1
蔵,1
志,1
手,1
新,1
セ,1
メ,1
ン,1
ト,1
高,1
洲,1
立,1
花,1
中,3
央,1
文,1
京,1
港,1
門,1
前,1
岩,1
屋,1
