let,num
合,1
河,6
荒,3
木,7
伊,1
切,1
一,3
白,4
動,1
橋,3
潮,1
津,5
宇,2
谷,19
打,1
越,3
大,69
菅,6
波,4
奥,1
小,5
塩,4
辻,1
尾,4
中,54
梶,1
井,2
柏,1
野,6
片,6
山,60
温,49
泉,50
桂,3
上,7
崎,4
加,2
茂,1
南,4
原,9
干,1
拓,1
熊,1
坂,4
黒,2
瀬,2
桑,1
源,1
平,1
湖,1
城,1
幸,1
作,1
見,2
浜,1
屋,5
篠,2
新,8
柴,1
清,1
水,4
下,7
庄,1
鳥,1
保,3
吸,1
須,1
曽,1
直,1
聖,64
寺,65
相,1
生,6
麻,1
畠,1
本,5
今,2
出,2
魚,1
前,1
道,3
荻,1
鍛,1
冶,1
金,1
子,2
福,3
田,12
亀,1
観,1
音,1
北,2
京,1
五,1
軒,1
呂,1
場,3
地,3
方,1
敷,3
十,2
組,1
神,2
明,1
関,1
名,1
竹,1
鷹,1
匠,1
鉄,1
砲,1
天,2
殿,1
仲,2
永,2
錦,1
八,2
間,1
馬,1
番,1
東,4
横,2
藤,1
ノ,1
法,1
華,1
坊,1
松,3
ケ,1
根,1
三,3
ツ,3
耳,2
聞,2
弓,2
高,2
塚,5
尻,1
橘,1
勅,1
使,1
倉,1
手,1
百,1
々,1
塔,1
冨,2
島,2
代,2
七,1
日,3
市,3
郷,1
西,3
台,3
箱,1
宮,4
立,2
深,1
二,3
分,1
校,1
別,1
所,1
賀,1
細,1
坪,1
が,2
丘,2
美,3
岬,1
丸,2
森,1
旭,1
内,1
土,1
鹿,1
風,1
栢,1
枯,1
渕,1
九,2
こ,1
お,1
ろ,1
ぎ,1
杉,2
住,1
栄,2
四,1
院,1
滝,1
長,1
士,1
真,1
砂,1
の,3
杜,1
薬,1
師,1
湯,2
我,1
豊,1
吉,1
若,1
葉,1
岡,1
畑,1
俣,1
