let,num
赤,2
崎,3
海,1
士,1
石,2
休,1
場,3
市,3
ノ,3
瀬,3
稲,2
舟,2
打,1
越,1
鵜,2
入,2
小,8
伊,1
勢,2
大,13
沢,4
野,36
田,14
屋,12
釜,2
谷,10
上,9
黒,4
川,10
山,15
河,2
井,20
北,3
熊,2
気,1
勝,2
平,4
里,1
忍,1
渋,1
下,3
白,2
米,1
新,3
橋,2
通,1
杉,2
惣,1
領,1
空,1
尊,1
利,1
地,5
滝,5
又,5
宅,1
中,8
段,1
塚,1
長,3
名,1
縄,1
西,9
院,1
内,8
二,6
脇,1
東,6
印,1
尾,5
光,1
浦,3
深,3
見,4
鳳,1
至,1
房,1
ツ,1
俣,1
久,3
手,1
成,5
別,2
所,2
堀,2
町,175
粟,1
蔵,2
面,1
牛,1
桶,1
戸,3
金,1
円,2
佐,1
真,2
敷,1
鈴,1
曽,1
々,1
木,5
寺,3
徳,4
時,2
国,2
広,4
江,3
伏,1
舞,1
喜,1
南,2
麦,1
生,3
マ,1
リ,1
ン,2
タ,1
ウ,1
三,16
坂,4
漆,1
原,7
泉,1
興,1
保,2
洲,3
衛,1
渡,3
合,1
仁,1
行,1
細,2
本,4
穂,1
与,1
呂,1
美,1
水,2
守,2
門,108
前,108
神,2
浅,1
荒,1
安,1
代,3
飯,1
五,1
十,1
池,2
窕,1
切,2
泊,1
鬼,1
鹿,1
磯,1
貝,1
吹,1
風,1
鍛,1
冶,1
月,2
狭,1
暮,1
岩,1
島,2
腰,2
是,2
清,4
定,1
猿,1
四,1
位,1
椎,1
明,1
禿,1
分,2
薄,1
千,1
高,1
根,1
舘,2
口,1
村,1
樽,1
剱,1
道,1
百,2
角,1
間,1
俊,1
兼,1
栃,1
能,1
納,1
走,1
出,1
馬,2
日,1
岡,1
藤,1
浜,1
皆,1
嶺,1
宮,1
古,1
餅,1
矢,1
辺,1
鑓,1
八,1
幡,1
吉,1
六,1
郎,1
和,2
岸,1
横,1
輪,1
