let,num
古,3
波,1
蔵,2
真,4
嘉,1
比,1
楚,1
辺,1
宇,2
栄,2
原,7
壺,2
川,8
小,2
禄,2
銘,2
苅,2
安,5
謝,2
字,26
曙,1
港,1
首,19
里,21
石,1
嶺,5
儀,3
保,1
久,5
場,2
平,2
良,4
大,4
名,3
島,4
末,1
吉,2
松,5
桃,1
お,1
も,1
ろ,1
ま,1
ち,1
天,2
上,4
之,2
屋,3
泊,1
赤,4
汀,1
田,4
鳥,1
堀,1
崎,2
山,5
金,2
城,4
当,2
池,1
端,1
中,1
和,1
志,4
繁,1
多,1
寒,1
道,1
牧,1
辻,1
前,1
若,1
狭,1
茂,1
地,2
米,1
西,1
識,2
三,1
長,1
与,2
寄,2
宮,4
尾,1
樋,1
東,1
泉,1
奥,1
武,1
旭,1
通,1
堂,1
垣,1
花,1
住,1
鏡,2
水,1
間,3
仲,1
井,1
国,1
下,1
次,1
高,2
具,2
