let,num
相,1
生,36
赤,3
保,2
木,6
曙,1
旭,1
ケ,8
丘,3
朝,21
日,33
町,156
青,1
屋,7
上,31
見,20
浅,1
井,6
一,7
之,20
宿,2
大,13
廣,1
小,8
瀬,7
洞,9
甲,1
黍,2
谷,13
胡,1
桃,1
島,6
黒,3
川,56
桑,1
立,1
岩,5
寺,6
澤,1
附,1
西,6
万,1
石,2
座,2
宮,5
前,4
愛,1
宕,1
浦,1
有,2
楽,1
漆,2
垣,3
内,3
野,25
越,2
後,1
江,3
名,4
子,1
新,5
平,2
岡,4
本,10
奥,13
飛,13
騨,13
温,13
泉,13
郷,16
桶,2
今,2
柏,2
当,1
神,3
坂,3
笹,1
嶋,1
田,10
頃,1
家,2
蓼,1
俣,4
栃,1
尾,4
中,8
重,1
ヶ,1
根,16
湯,1
福,3
地,3
村,2
春,1
片,2
原,10
切,4
三,10
宝,17
荒,1
戸,4
苧,1
茂,2
金,2
葛,1
山,12
蔵,1
柱,1
在,1
下,13
佐,1
双,1
六,2
長,3
倉,2
鼠,1
餅,1
吉,2
二,3
清,16
池,3
鳥,1
巣,3
夏,1
厩,2
楢,1
寄,1
藤,1
牧,2
ツ,1
森,3
桐,3
久,18
々,17
阿,2
多,2
粕,1
道,1
須,1
母,2
坊,2
辻,1
賊,1
淀,1
渚,1
引,1
無,1
数,1
河,3
柳,1
梨,1
国,22
府,22
宇,1
津,1
瓜,2
広,3
曽,2
鶴,1
張,2
門,3
糠,1
塚,1
半,1
東,2
蓑,1
輪,1
八,4
左,1
京,1
桜,1
塩,2
林,1
荘,19
渕,1
色,2
牛,1
丸,2
海,1
猿,1
惣,1
則,1
畑,1
昭,1
和,4
城,1
明,1
末,1
宗,1
猷,1
総,1
高,14
猪,1
鼻,1
古,1
向,1
留,1
麦,1
影,2
滝,1
匠,1
千,1
鉄,1
砲,1
天,2
性,1
満,1
問,1
七,1
丹,31
芦,1
板,1
殿,1
萱,1
沼,1
折,1
敷,1
北,1
方,4
手,2
白,1
駄,1
旗,1
鉾,1
面,1
法,1
力,1
細,1
部,1
口,2
軒,1
幡,1
初,1
花,3
里,1
馬,1
場,1
の,1
出,1
吹,1
冬,1
頭,1
堀,1
端,1
松,3
緑,1
若,1
達,1
