let,num
内,40
代,38
都,14
島,131
本,150
通,100
東,462
野,225
田,296
高,85
倉,21
御,32
幸,15
中,305
大,174
寺,249
片,11
南,337
北,304
海,28
江,37
玉,22
川,89
福,18
吉,33
日,91
西,414
九,21
条,31
梅,28
香,44
見,23
四,230
春,43
出,65
屋,92
港,31
白,14
津,95
緑,63
地,25
常,11
桜,34
堀,26
町,1352
土,24
佐,16
之,166
子,20
戸,12
安,47
口,29
新,156
千,43
崎,22
池,83
八,60
幡,12
築,13
路,22
天,32
市,41
岡,34
元,71
石,77
三,459
岸,23
村,14
平,35
尾,98
加,27
家,39
泉,20
小,66
林,27
船,37
上,136
下,49
原,125
王,12
道,21
谷,43
山,229
ケ,48
松,83
阪,52
清,37
六,69
万,11
生,30
前,27
橋,57
宮,72
河,18
陽,15
丘,239
堂,37
芝,41
院,23
国,69
城,41
水,35
茶,14
葉,35
久,25
保,12
美,39
須,12
稲,17
湊,26
戎,27
木,89
柏,13
里,76
百,66
竹,19
和,70
花,32
庄,34
菅,17
豊,21
井,114
今,33
神,71
深,29
桃,15
森,34
赤,26
太,35
浜,158
成,15
喜,11
永,22
諏,21
訪,21
古,12
園,71
旭,43
の,49
昭,32
明,25
辺,25
長,71
塚,40
沢,12
住,19
庭,11
浅,15
坂,19
合,12
公,20
十,13
賀,19
場,12
根,16
満,13
黒,13
末,11
広,14
栄,26
錦,26
宝,32
手,22
材,17
瓦,13
二,403
五,126
丁,783
一,400
綾,19
旅,28
半,16
宿,32
熊,19
間,19
櫛,11
車,14
柳,17
甲,23
斐,21
少,17
篭,16
楠,36
ヶ,139
在,18
陵,43
砂,20
向,61
仙,15
七,25
榎,12
雲,31
舌,62
鳥,79
師,13
畑,26
置,25
荘,35
菩,11
提,21
鳳,70
部,29
台,201
若,27
室,14
蔵,12
瀬,13
別,14
金,24
青,13
藤,23
寿,12
穂,13
羽,13
が,29
牧,16
垣,12
郡,11
方,11
飼,11
