都道府県コード,都道府県名,市区町村コード,市区町村名,大字町丁目コード,大字町丁目名,緯度,経度,原典資料コード,大字・字・丁目区分コード
46,鹿児島県,46468,曽於郡大崎町,464680001000,井俣,31.451036,131.005320,0,1
46,鹿児島県,46468,曽於郡大崎町,464680002000,岡別府,31.454869,130.984535,0,1
46,鹿児島県,46468,曽於郡大崎町,464680003000,假宿,31.435509,130.997313,0,1
46,鹿児島県,46468,曽於郡大崎町,464680004000,神領,31.434902,131.036659,0,1
46,鹿児島県,46468,曽於郡大崎町,464680005000,永吉,31.425630,130.978889,0,1
46,鹿児島県,46468,曽於郡大崎町,464680006000,野方,31.507977,130.952531,0,1
46,鹿児島県,46468,曽於郡大崎町,464680007000,菱田,31.453800,131.032996,0,1
46,鹿児島県,46468,曽於郡大崎町,464680008000,益丸,31.426162,131.031302,0,1
46,鹿児島県,46468,曽於郡大崎町,464680009000,持留,31.459667,130.963119,0,1
46,鹿児島県,46468,曽於郡大崎町,464680010000,横瀬,31.413135,131.021504,0,1
