let,num
相,1
谷,9
居,1
傳,1
犬,1
飼,1
今,2
井,5
宇,2
野,59
大,25
澤,1
津,2
塔,18
町,61
小,5
代,1
阪,3
本,3
猿,1
篠,1
原,9
清,1
水,1
簾,1
惣,1
辻,2
堂,2
平,3
唐,2
笠,1
閉,1
君,1
殿,2
中,7
傍,1
示,1
峯,2
引,1
土,1
飛,1
養,1
曽,2
新,4
田,13
深,1
岡,2
口,1
生,4
子,3
和,2
樫,1
釜,1
窪,1
上,2
之,3
北,2
山,6
木,2
ノ,1
久,2
留,2
車,1
黒,2
駒,1
島,2
五,1
條,1
合,1
部,1
三,1
在,1
下,1
須,1
恵,1
住,1
川,9
滝,2
丹,1
近,1
内,2
出,2
屋,2
敷,1
園,1
な,1
つ,1
み,1
台,1
西,49
阿,3
河,1
吉,43
赤,1
松,1
賀,1
名,2
尼,1
ヶ,1
永,1
江,1
老,1
古,1
奥,1
日,3
陰,2
地,1
戸,2
岸,1
股,1
渕,1
神,1
巻,1
鹿,1
場,1
城,1
勢,1
立,1
渡,1
越,1
十,1
市,2
茄,1
裏,1
桧,1
迫,1
雄,1
沼,1
南,2
向,1
加,1
宗,1
百,1
八,2
ッ,1
那,1
瀬,1
湯,3
塩,1
夜,1
東,2
畑,1
火,1
打,1
表,1
二,1
見,1
牧,1
御,1
六,1
倉,1
塚,1
霊,1
安,1
寺,1
