let,num
青,2
井,5
谷,2
あ,1
お,1
ば,1
台,2
赤,1
足,1
洗,1
新,20
荒,1
有,1
磯,1
池,2
多,1
一,1
条,6
市,1
稲,1
積,1
今,2
開,7
発,3
射,1
水,3
犬,1
内,2
梅,1
木,7
海,7
老,6
江,19
七,4
軒,2
練,1
合,2
浜,2
大,6
島,5
北,4
野,9
沖,2
塚,5
原,2
王,1
口,6
竜,2
鏡,2
宮,4
弥,1
生,4
片,4
久,2
々,2
高,6
場,2
加,3
茂,3
西,6
部,3
中,13
東,8
か,1
も,1
め,1
湊,3
草,1
岡,5
串,2
田,8
倉,1
垣,1
小,6
杉,4
黒,2
河,2
下,6
泉,1
越,2
の,3
潟,1
白,2
石,3
林,2
桜,1
三,4
ケ,1
椎,1
土,4
美,2
村,4
箇,2
若,3
宿,1
屋,2
庄,2
川,2
本,16
源,2
寺,6
浄,1
堀,7
摺,1
出,1
善,1
光,1
太,8
閤,8
山,13
十,3
門,4
竹,1
鼻,1
立,1
棚,1
央,1
津,2
幡,2
円,1
手,2
崎,1
明,7
代,1
鳥,1
取,1
殿,1
奈,1
呉,1
広,2
上,4
二,2
丸,1
布,2
目,2
沢,1
橋,1
八,4
講,1
坂,1
日,2
戸,3
破,1
平,1
枇,1
杷,1
首,1
藤,1
巻,1
放,1
朴,1
千,1
神,4
古,1
利,1
波,1
針,3
南,4
松,1
曽,1
根,1
緑,1
港,1
安,1
吉,1
流,3
通,3
セ,3
ン,3
タ,3
ー,3
鷲,1
作,1
道,1
楽,1
袋,1
入,2
会,2
地,2
