let,num
相,1
倉,2
赤,3
坂,4
安,7
室,1
遊,2
部,2
川,10
原,18
新,14
屋,12
天,3
池,4
出,4
雨,1
潜,1
荒,2
木,6
見,7
崎,4
在,1
房,1
田,17
尻,4
石,2
和,1
泉,2
沢,1
院,3
瀬,8
糸,1
谷,16
井,6
波,6
軸,2
外,3
二,3
ケ,4
村,29
入,4
会,3
地,3
四,1
五,2
口,2
猪,1
今,1
里,1
岩,5
武,1
林,5
上,16
野,25
臼,1
中,9
打,2
尾,7
越,1
梅,3
島,10
漆,1
江,7
大,13
崩,1
窪,2
塚,3
寺,12
西,6
宮,5
鋸,1
沖,1
小,9
又,2
開,1
発,1
皆,1
葎,2
篭,1
渡,2
桂,1
金,1
戸,5
平,1
細,4
梨,3
広,4
松,5
三,3
日,3
市,3
除,1
北,6
経,1
桐,1
国,1
久,2
保,1
蔵,2
来,2
栖,2
香,1
城,4
楮,1
山,9
領,1
是,1
才,1
七,3
明,2
本,4
清,5
東,8
志,1
観,1
家,2
敷,1
下,8
一,1
柴,1
水,2
示,1
吉,4
蛇,1
喰,1
障,1
子,2
津,1
端,1
神,3
邸,1
菅,1
沼,2
寿,1
杉,2
砂,1
玄,1
専,1
勝,1
千,2
福,6
祖,2
高,9
儀,1
草,2
嶺,2
堀,1
竹,2
内,1
代,3
舘,2
立,2
脇,1
向,1
長,2
源,1
綱,1
掛,1
坪,1
板,1
塔,1
刀,1
利,27
賀,24
阿,1
別,1
当,2
渕,1
畠,2
牧,1
豆,2
押,1
場,2
百,3
栗,1
仙,1
勘,1
栃,1
無,1
徳,1
成,3
殿,2
河,1
土,3
ノ,1
畑,1
夏,1
焼,2
曲,1
縄,1
年,1
苗,1
能,2
信,1
末,1
美,3
八,2
幡,1
生,2
晩,1
飛,1
騨,1
人,1
母,1
樋,1
光,2
藤,1
橋,1
太,2
法,1
布,1
袋,1
前,1
真,1
正,1
座,1
ツ,1
蓑,1
後,1
森,2
盛,1
や,1
か,1
た,1
居,1
斐,1
湯,1
嫁,1
兼,1
理,1
休,1
道,1
連,1
宗,1
守,1
鍛,1
治,1
