let,num
相,1
生,7
綾,1
田,105
青,4
柳,4
新,101
赤,10
江,17
倉,13
秋,3
ヶ,8
島,45
吉,13
悪,1
王,4
寺,25
曙,1
朝,1
日,11
旭,1
芦,1
安,8
住,7
愛,1
宕,1
荒,8
川,30
屋,29
有,3
沢,17
峰,1
粟,1
蔵,3
養,2
坊,2
飯,4
野,51
庵,2
谷,39
池,9
多,2
石,14
金,15
坂,18
東,35
渕,1
泉,17
磯,1
部,13
市,7
場,8
一,3
番,9
本,38
木,26
稲,5
代,10
荷,3
園,6
元,3
犬,2
猪,2
今,10
西,47
北,27
津,5
岩,25
瀬,41
天,5
入,5
船,2
梅,3
御,1
表,1
古,7
志,2
諏,3
訪,3
高,27
畠,4
神,7
萩,3
浦,5
白,3
山,57
文,5
化,1
前,3
松,12
原,40
港,2
牛,5
ケ,12
増,2
薄,4
波,5
打,2
出,7
内,9
幸,1
馬,4
上,51
寿,3
永,2
楽,1
越,5
荏,1
蛯,1
追,2
分,3
茶,2
大,43
井,12
中,155
干,2
栗,5
清,10
水,80
双,4
嶺,5
太,7
口,7
通,11
り,7
於,1
保,10
南,15
塚,12
手,3
宮,16
布,12
目,6
岡,10
奥,9
葉,2
小,32
黒,9
佐,2
押,3
音,1
羽,9
見,5
雄,1
折,3
隠,1
土,5
海,4
岸,2
開,5
発,3
加,2
賀,1
掛,4
尾,174
栄,5
鹿,1
春,1
片,1
桜,8
丘,7
蟹,1
納,2
久,8
熊,5
庄,9
千,10
俵,2
滝,5
袋,6
冨,7
居,10
二,13
杉,12
堀,10
八,172
亀,1
河,2
毛,1
願,3
ツ,4
経,4
堂,6
力,1
銀,3
郷,16
草,3
楠,1
窪,4
公,2
名,11
楜,1
呉,3
町,273
崎,8
桑,1
下,46
伏,3
糸,1
興,1
人,2
合,1
来,1
五,7
艘,1
福,5
榎,3
駒,1
才,2
覚,2
地,6
境,1
み,1
ど,2
橋,72
笹,5
三,8
塩,2
家,2
タ,1
林,3
七,1
軒,1
芝,1
曹,1
城,7
村,10
座,1
総,2
曲,3
輪,4
富,5
根,7
直,1
砂,6
友,4
須,6
風,1
関,1
戸,2
善,3
長,20
成,5
惣,1
在,1
利,2
敷,1
宝,1
刈,1
館,1
辰,2
巳,1
尻,3
畑,6
珠,3
郎,4
丸,7
歳,1
央,2
間,3
月,6
緑,3
辻,2
葛,3
堤,1
つ,1
ば,1
め,1
鶴,1
け,2
や,1
台,7
正,4
問,1
道,9
任,1
常,3
盤,2
栃,2
豊,9
若,6
柄,1
老,2
沖,2
走,1
附,2
棟,1
流,2
鍋,2
四,15
十,4
物,1
俣,6
牧,8
方,17
蜷,1
楡,1
々,1
蓮,3
旅,1
籠,1
花,5
浜,2
針,2
晴,1
之,1
百,1
鵯,1
ひ,1
よ,1
平,10
吹,1
不,2
藤,5
の,5
婦,100
板,2
鵜,1
滑,1
皆,1
杓,1
轡,2
希,1
望,1
条,3
角,2
邑,1
丁,1
子,6
添,1
外,2
等,2
為,1
里,1
喜,1
ね,1
む,1
速,1
星,2
響,1
杜,1
広,2
鉾,1
蛍,1
鶚,1
麦,1
葎,1
持,1
夢,1
余,1
横,5
舟,7
渡,1
鍛,1
冶,1
京,1
別,1
端,1
万,1
落,1
舘,3
政,1
割,3
伊,2
勢,2
領,1
魚,1
躬,1
肘,1
鏡,2
堅,1
狐,1
恋,1
竹,3
段,1
柴,2
路,1
専,2
光,1
頭,2
淵,1
的,1
湊,1
室,5
向,3
明,2
桃,1
森,4
足,1
油,1
ノ,5
苑,1
後,1
玉,2
樫,1
桂,1
仁,3
歩,3
桐,1
切,1
詰,1
乗,2
峯,2
脇,1
満,1
夏,1
飼,1
房,1
深,2
武,1
細,1
翠,1
無,1
腰,1
茗,2
妙,1
滅,1
鬼,1
柚,1
鼠,1
猟,1
師,1
和,2
幡,1
鎌,1
宿,1
数,1
沼,1
又,1
湯,1
狭,1
弥,1
恵,1
比,1
樋,1
作,1
米,3
す,1
ず,1
か,1
