都道府県コード,都道府県名,市区町村コード,市区町村名,大字町丁目コード,大字町丁目名,緯度,経度,原典資料コード,大字・字・丁目区分コード
43,熊本県,43425,阿蘇郡産山村,434250001000,大字産山,33.022967,131.208427,0,1
43,熊本県,43425,阿蘇郡産山村,434250002000,大字大利,32.980413,131.221344,0,1
43,熊本県,43425,阿蘇郡産山村,434250003000,大字片俣,32.968213,131.238341,0,1
43,熊本県,43425,阿蘇郡産山村,434250004000,大字田尻,33.041070,131.184890,0,1
43,熊本県,43425,阿蘇郡産山村,434250005000,大字山鹿,33.005806,131.192056,0,1
