let,num
旭,1
天,6
草,6
町,56
大,8
江,5
軍,1
浦,27
向,1
下,5
田,6
南,5
高,1
浜,5
福,1
連,1
木,3
有,8
明,8
赤,1
崎,3
島,3
子,3
楠,2
甫,1
上,1
津,4
小,3
須,1
五,5
和,10
鬼,1
池,1
城,2
河,16
原,7
手,2
野,2
二,3
今,4
釜,2
新,11
牛,1
深,2
太,1
魚,1
貫,1
亀,4
場,5
川,4
食,1
富,1
白,1
内,4
合,1
立,1
久,2
留,1
宮,5
路,1
北,2
玉,1
倉,3
岳,4
棚,1
底,1
御,5
所,4
牧,1
横,1
松,1
栄,1
志,1
柿,1
浄,1
碇,1
石,1
多,1
尾,3
地,3
中,3
栖,5
本,16
打,1
馬,2
古,2
湯,1
船,2
諏,1
訪,1
瀬,2
戸,2
央,1
村,1
枦,1
宇,1
土,1
八,1
幡,1
東,2
海,1
早,1
之,1
渡,5
広,1
泉,1
休,1
丸,1
港,1
山,1
の,1
領,1
佐,1
伊,1
