let,num
茜,1
朝,2
日,5
前,2
坂,2
阿,2
難,2
祖,2
地,3
頭,3
方,2
領,4
家,4
有,1
明,4
石,2
谷,6
泉,1
伊,2
勢,1
板,2
倉,1
月,5
糸,1
魚,1
犬,1
山,7
井,6
ノ,1
口,1
猪,1
島,2
飯,1
降,1
今,1
右,1
近,1
次,1
郎,1
牛,1
ケ,4
原,10
上,13
野,15
榎,1
太,1
田,3
大,8
矢,3
戸,4
小,4
黒,4
見,2
沢,1
落,3
合,2
面,2
貝,1
皿,1
開,2
発,1
柿,1
嶋,6
角,2
春,2
要,1
秋,2
生,8
麻,2
荒,3
打,3
波,2
納,2
笹,2
又,2
舌,2
半,2
丁,3
若,3
子,3
亀,1
川,4
木,2
北,1
御,3
門,1
金,1
久,1
澤,3
国,1
時,1
熊,1
河,2
当,1
鍬,1
掛,1
給,1
五,1
條,1
堂,4
本,5
幸,1
桜,1
塚,4
三,1
佐,1
篠,2
座,2
下,15
郷,2
据,3
唯,1
清,3
水,2
庄,2
林,1
菖,1
蒲,1
池,1
城,1
新,6
神,2
巣,1
瀧,1
和,2
高,1
砂,1
千,1
歳,1
美,3
土,2
布,2
天,1
稲,1
富,2
米,1
俵,1
友,2
江,1
兼,1
中,15
津,1
長,1
挾,1
保,1
七,1
荷,1
暮,1
西,5
市,2
勝,2
錦,1
温,1
尻,1
後,1
箱,1
瀬,1
橋,1
爪,1
花,1
房,1
萩,1
東,7
吉,3
平,2
深,1
伏,1
不,1
動,1
寶,1
慶,1
寺,1
仏,1
松,1
丸,1
里,1
南,3
在,1
六,1
呂,1
師,1
蓑,1
道,1
倫,1
持,1
穴,1
元,1
森,5
政,2
目,1
八,1
弥,1
陽,1
横,1
枕,1
杉,1
鷲,1
蕨,1
