都道府県コード,都道府県名,市区町村コード,市区町村名,大字町丁目コード,大字町丁目名,緯度,経度,原典資料コード,大字・字・丁目区分コード
40,福岡県,40348,糟屋郡久山町,403480001000,大字猪野,33.683109,130.521948,0,1
40,福岡県,40348,糟屋郡久山町,403480002000,大字久原,33.655250,130.529634,0,1
40,福岡県,40348,糟屋郡久山町,403480003000,大字山田,33.663439,130.488139,0,1
