let,num
曙,1
旭,1
有,1
明,2
一,1
新,5
稲,1
荷,1
恵,1
美,1
須,1
奥,1
州,1
大,14
浜,3
沖,1
端,1
鬼,1
童,1
鍛,1
冶,1
屋,5
片,1
原,5
蟹,1
上,2
宮,3
永,4
蒲,4
生,1
金,1
納,1
北,1
長,2
柄,2
京,1
久,2
々,1
糀,1
古,2
賀,2
小,1
道,1
具,1
細,1
工,1
材,1
木,2
坂,1
本,6
下,2
城,3
隅,2
昭,1
南,4
船,3
津,3
外,1
高,2
島,2
立,1
石,1
田,3
脇,1
筑,1
紫,1
佃,1
辻,1
椿,1
出,1
来,1
常,1
盤,1
中,3
七,1
ツ,1
家,1
西,3
魚,2
池,2
武,2
間,1
橋,22
八,2
軒,1
東,2
袋,1
保,1
加,2
三,21
町,33
磯,1
鳥,2
今,1
枝,1
光,1
江,1
曲,1
起,1
元,2
五,1
拾,1
百,3
白,1
畑,1
棚,1
垂,1
見,1
山,2
末,1
藤,1
吉,4
正,1
行,1
村,1
柳,2
河,1
開,3
茂,1
庵,1
矢,3
部,1
弥,1
四,1
郎,1
留,2
和,12
野,1
坪,1
栄,1
皿,1
垣,2
塩,1
塚,1
鷹,1
ノ,1
尾,1
谷,1
徳,1
益,1
豊,1
六,1
合,1
横,1
富,1
