都道府県コード,都道府県名,市区町村コード,市区町村名,大字町丁目コード,大字町丁目名,緯度,経度,原典資料コード,大字・字・丁目区分コード
40,福岡県,40231,那珂川市,402310001001,今光一丁目,33.522734,130.431285,0,3
40,福岡県,40231,那珂川市,402310001002,今光二丁目,33.520795,130.432652,0,3
40,福岡県,40231,那珂川市,402310001003,今光三丁目,33.519829,130.431099,0,3
40,福岡県,40231,那珂川市,402310001004,今光四丁目,33.516747,130.430394,0,3
40,福岡県,40231,那珂川市,402310001005,今光五丁目,33.518814,130.428602,0,3
40,福岡県,40231,那珂川市,402310001006,今光六丁目,33.521861,130.427368,0,3
40,福岡県,40231,那珂川市,402310001007,今光七丁目,33.522197,130.425718,0,3
40,福岡県,40231,那珂川市,402310001008,今光八丁目,33.521516,130.424429,0,3
40,福岡県,40231,那珂川市,402310002001,後野一丁目,33.504618,130.417218,0,3
40,福岡県,40231,那珂川市,402310002002,後野二丁目,33.506628,130.420702,0,3
40,福岡県,40231,那珂川市,402310002003,後野三丁目,33.508526,130.417926,0,3
40,福岡県,40231,那珂川市,402310002004,後野四丁目,33.506623,130.418231,0,3
40,福岡県,40231,那珂川市,402310002005,後野五丁目,33.506073,130.412916,0,3
40,福岡県,40231,那珂川市,402310003001,恵子一丁目,33.515070,130.419104,0,3
40,福岡県,40231,那珂川市,402310003002,恵子二丁目,33.514522,130.417191,0,3
40,福岡県,40231,那珂川市,402310003003,恵子三丁目,33.511960,130.418604,0,3
40,福岡県,40231,那珂川市,402310003004,恵子四丁目,33.512385,130.416639,0,3
40,福岡県,40231,那珂川市,402310003005,恵子五丁目,33.514304,130.414692,0,3
40,福岡県,40231,那珂川市,402310003006,恵子六丁目,33.512920,130.413924,0,3
40,福岡県,40231,那珂川市,402310004001,王塚台一丁目,33.502809,130.438057,0,3
40,福岡県,40231,那珂川市,402310004002,王塚台二丁目,33.501309,130.435395,0,3
40,福岡県,40231,那珂川市,402310004003,王塚台三丁目,33.500633,130.432854,0,3
40,福岡県,40231,那珂川市,402310005000,大字安徳,33.496774,130.426114,0,1
40,福岡県,40231,那珂川市,402310006000,大字市ノ瀬,33.439673,130.436644,0,1
40,福岡県,40231,那珂川市,402310007000,大字後野,33.504454,130.400120,0,1
40,福岡県,40231,那珂川市,402310008000,大字埋金,33.459785,130.445807,0,1
40,福岡県,40231,那珂川市,402310009000,大字恵子,33.510335,130.419002,0,1
40,福岡県,40231,那珂川市,402310010000,大字片縄,33.517261,130.408284,0,1
40,福岡県,40231,那珂川市,402310011000,大字上梶原,33.481925,130.443092,0,1
40,福岡県,40231,那珂川市,402310012000,大字五ケ山,33.417864,130.423756,0,1
40,福岡県,40231,那珂川市,402310013000,大字五郎丸,33.506624,130.432255,0,1
40,福岡県,40231,那珂川市,402310014000,大字下梶原,33.499005,130.441123,0,1
40,福岡県,40231,那珂川市,402310015000,大字仲,33.503926,130.430230,0,1
40,福岡県,40231,那珂川市,402310016000,大字道善,33.511696,130.420527,0,1
40,福岡県,40231,那珂川市,402310017000,大字中原,33.506021,130.444957,0,1
40,福岡県,40231,那珂川市,402310018000,大字南面里,33.462565,130.396442,0,1
40,福岡県,40231,那珂川市,402310019000,大字成竹,33.454954,130.412194,0,1
40,福岡県,40231,那珂川市,402310020000,大字西隈,33.498512,130.416585,0,1
40,福岡県,40231,那珂川市,402310021000,大字西畑,33.488443,130.390894,0,1
40,福岡県,40231,那珂川市,402310022000,大字東隈,33.503447,130.425921,0,1
40,福岡県,40231,那珂川市,402310023000,大字不入道,33.472268,130.428092,0,1
40,福岡県,40231,那珂川市,402310024000,大字別所,33.485469,130.408051,0,1
40,福岡県,40231,那珂川市,402310025000,大字松木,33.502568,130.442959,0,1
40,福岡県,40231,那珂川市,402310026000,大字山田,33.484521,130.423194,0,1
40,福岡県,40231,那珂川市,402310027010,片縄十丁目,33.522042,130.423355,0,3
40,福岡県,40231,那珂川市,402310027001,片縄一丁目,33.517451,130.426926,0,3
40,福岡県,40231,那珂川市,402310027002,片縄二丁目,33.517112,130.425032,0,3
40,福岡県,40231,那珂川市,402310027003,片縄三丁目,33.516828,130.423261,0,3
40,福岡県,40231,那珂川市,402310027004,片縄四丁目,33.515692,130.421014,0,3
