都道府県コード,都道府県名,市区町村コード,市区町村名,大字町丁目コード,大字町丁目名,緯度,経度,原典資料コード,大字・字・丁目区分コード
40,福岡県,40231,那珂川市,402310027005,片縄五丁目,33.517425,130.419422,0,3
40,福岡県,40231,那珂川市,402310027006,片縄六丁目,33.516646,130.416821,0,3
40,福岡県,40231,那珂川市,402310027007,片縄七丁目,33.517943,130.417739,0,3
40,福岡県,40231,那珂川市,402310027008,片縄八丁目,33.519507,130.422358,0,3
40,福岡県,40231,那珂川市,402310027009,片縄九丁目,33.519939,130.423942,0,3
40,福岡県,40231,那珂川市,402310028001,片縄北一丁目,33.519436,130.418097,0,3
40,福岡県,40231,那珂川市,402310028002,片縄北二丁目,33.521482,130.418704,0,3
40,福岡県,40231,那珂川市,402310028003,片縄北三丁目,33.523555,130.422285,0,3
40,福岡県,40231,那珂川市,402310028004,片縄北四丁目,33.527714,130.423386,0,3
40,福岡県,40231,那珂川市,402310028005,片縄北五丁目,33.524445,130.421072,0,3
40,福岡県,40231,那珂川市,402310028006,片縄北六丁目,33.522154,130.415257,0,3
40,福岡県,40231,那珂川市,402310028007,片縄北七丁目,33.523378,130.414853,0,3
40,福岡県,40231,那珂川市,402310028008,片縄北八丁目,33.525424,130.419740,0,3
40,福岡県,40231,那珂川市,402310029001,片縄西一丁目,33.516504,130.415906,0,3
40,福岡県,40231,那珂川市,402310029002,片縄西二丁目,33.516038,130.414765,0,3
40,福岡県,40231,那珂川市,402310029003,片縄西三丁目,33.514486,130.412674,0,3
40,福岡県,40231,那珂川市,402310029004,片縄西四丁目,33.519025,130.413472,0,3
40,福岡県,40231,那珂川市,402310029005,片縄西五丁目,33.521944,130.410951,0,3
40,福岡県,40231,那珂川市,402310030001,片縄東一丁目,33.526596,130.426250,0,3
40,福岡県,40231,那珂川市,402310031001,上梶原一丁目,33.495596,130.433613,0,3
40,福岡県,40231,那珂川市,402310032001,五郎丸一丁目,33.513188,130.428077,0,3
40,福岡県,40231,那珂川市,402310032002,五郎丸二丁目,33.510608,130.428826,0,3
40,福岡県,40231,那珂川市,402310032003,五郎丸三丁目,33.509085,130.429688,0,3
40,福岡県,40231,那珂川市,402310032004,五郎丸四丁目,33.505528,130.434495,0,3
40,福岡県,40231,那珂川市,402310033001,下梶原一丁目,33.497317,130.435149,0,3
40,福岡県,40231,那珂川市,402310033002,下梶原二丁目,33.498731,130.438128,0,3
40,福岡県,40231,那珂川市,402310034001,仲一丁目,33.510283,130.426493,0,3
40,福岡県,40231,那珂川市,402310034002,仲二丁目,33.508129,130.427119,0,3
40,福岡県,40231,那珂川市,402310034003,仲三丁目,33.507106,130.423701,0,3
40,福岡県,40231,那珂川市,402310034004,仲四丁目,33.501978,130.432085,0,3
40,福岡県,40231,那珂川市,402310035001,仲丸一丁目,33.504085,130.433960,0,3
40,福岡県,40231,那珂川市,402310036001,道善一丁目,33.512843,130.424726,0,3
40,福岡県,40231,那珂川市,402310036002,道善二丁目,33.512499,130.422699,0,3
40,福岡県,40231,那珂川市,402310036003,道善三丁目,33.509811,130.423286,0,3
40,福岡県,40231,那珂川市,402310036004,道善四丁目,33.508947,130.419417,0,3
40,福岡県,40231,那珂川市,402310036005,道善五丁目,33.511802,130.421483,0,3
40,福岡県,40231,那珂川市,402310037001,中原一丁目,33.520284,130.433869,0,3
40,福岡県,40231,那珂川市,402310037002,中原二丁目,33.518495,130.434077,0,3
40,福岡県,40231,那珂川市,402310037003,中原三丁目,33.516711,130.434411,0,3
40,福岡県,40231,那珂川市,402310037004,中原四丁目,33.513772,130.434730,0,3
40,福岡県,40231,那珂川市,402310037005,中原五丁目,33.510384,130.437441,0,3
40,福岡県,40231,那珂川市,402310037006,中原六丁目,33.513909,130.436416,0,3
40,福岡県,40231,那珂川市,402310038001,中原東一丁目,33.511302,130.441737,0,3
40,福岡県,40231,那珂川市,402310038002,中原東二丁目,33.510781,130.439630,0,3
40,福岡県,40231,那珂川市,402310039001,西隈一丁目,33.501457,130.421773,0,3
40,福岡県,40231,那珂川市,402310039002,西隈二丁目,33.496669,130.420097,0,3
40,福岡県,40231,那珂川市,402310039003,西隈三丁目,33.500448,130.419281,0,3
40,福岡県,40231,那珂川市,402310039004,西隈四丁目,33.494974,130.417662,0,3
40,福岡県,40231,那珂川市,402310040001,東隈一丁目,33.504167,130.422112,0,3
40,福岡県,40231,那珂川市,402310041001,松木一丁目,33.513502,130.433035,0,3
40,福岡県,40231,那珂川市,402310041002,松木二丁目,33.509344,130.434600,0,3
40,福岡県,40231,那珂川市,402310041003,松木三丁目,33.513443,130.430777,0,3
40,福岡県,40231,那珂川市,402310041004,松木四丁目,33.507637,130.436313,0,3
40,福岡県,40231,那珂川市,402310041005,松木五丁目,33.504616,130.436556,0,3
40,福岡県,40231,那珂川市,402310041006,松木六丁目,33.503479,130.439622,0,3
40,福岡県,40231,那珂川市,402310042000,松原,33.507512,130.438404,0,1
40,福岡県,40231,那珂川市,402310043000,観晴が丘,33.508830,130.444792,0,1
