let,num
葵,1
青,1
江,1
旭,2
本,14
足,2
守,2
天,3
瀬,10
南,10
粟,1
井,8
石,10
関,2
妻,1
伊,8
島,15
北,6
出,1
い,1
ず,1
み,2
一,2
宮,4
山,17
崎,5
福,9
今,4
岡,4
保,1
村,1
岩,3
裏,1
田,41
内,7
下,16
駅,3
前,3
元,5
絵,1
図,1
大,18
窪,1
上,11
奥,4
西,28
尾,5
御,28
舟,2
入,2
表,3
栢,1
谷,6
学,2
掛,1
畑,3
春,1
日,10
金,2
寺,9
高,15
土,3
中,23
野,18
加,1
茂,1
辛,2
川,8
市,9
場,2
河,2
原,9
神,3
祇,1
園,2
方,3
長,5
吉,7
備,1
津,43
京,5
橋,4
久,1
米,1
桑,2
厚,1
生,2
首,1
部,24
尻,7
後,1
楽,2
国,2
体,1
苔,1
寿,1
小,2
幸,1
佐,2
鹿,3
牧,3
宿,2
庄,4
昭,1
和,6
白,3
新,8
東,16
道,2
屋,4
敷,1
菅,1
杉,1
清,3
輝,2
心,1
船,1
頭,1
惣,1
爪,1
安,4
供,3
塚,1
松,9
稲,1
荷,1
古,5
才,1
柳,3
建,23
町,22
倉,4
口,2
桜,1
三,8
明,1
品,1
目,1
地,2
子,1
鶴,1
角,2
畝,1
富,6
沢,1
師,1
渡,1
豊,1
立,1
辰,1
巳,1
万,3
成,3
玉,1
柏,1
益,1
央,3
の,2
木,1
笹,1
が,1
坂,4
居,1
台,1
問,1
十,3
磨,1
仙,1
撫,2
七,2
楢,1
錦,1
之,2
花,6
応,1
庭,1
納,1
所,1
殿,2
延,1
友,1
芳,2
賀,1
鮎,1
あ,1
か,1
ね,1
き,2
ょ,1
う,1
ど,1
り,1
蕃,1
半,1
番,1
近,1
平,5
広,1
二,1
兵,1
団,1
法,1
界,1
院,1
奉,1
還,1
間,1
真,1
星,1
丸,1
門,4
宇,2
甘,1
垣,1
勝,1
草,1
ケ,1
虎,1
紙,1
工,1
泉,1
々,1
矢,5
知,1
手,1
牟,1
科,1
弓,1
横,2
宗,1
理,1
