let,num
本,81
町,25
通,22
田,184
東,76
寺,36
尾,30
台,139
大,83
岸,20
谷,86
日,19
鶴,15
見,36
中,86
央,15
場,16
島,51
浜,36
仲,11
下,72
野,83
入,14
生,17
小,60
岡,36
向,21
井,39
栄,12
平,35
市,14
富,20
士,12
菅,15
沢,60
和,25
吉,25
上,90
西,66
元,16
宮,42
豊,12
坂,15
北,33
三,32
ツ,13
池,13
子,30
ケ,51
の,20
矢,17
山,82
崎,24
屋,19
松,34
藤,14
橋,20
泉,18
丸,15
高,24
千,17
若,14
新,63
浦,31
神,26
奈,11
川,84
木,45
金,16
港,11
内,19
二,14
幸,12
丘,68
之,20
白,27
幡,15
口,15
南,66
倉,22
戸,29
部,20
桜,16
沼,29
み,25
葉,13
前,12
久,29
保,15
間,27
牧,15
根,31
曽,13
里,20
代,13
海,14
相,13
原,60
郷,16
竹,12
石,15
塚,13
緑,11
長,25
ノ,14
村,15
堀,14
八,14
土,13
宿,21
水,12
瀬,26
今,22
森,13
が,55
柳,14
津,16
名,16
合,11
古,13
城,17
