let,num
上,2
麻,2
生,2
王,1
禅,1
寺,2
白,2
山,2
片,1
平,2
金,1
程,1
古,1
沢,1
五,1
力,1
田,1
向,1
原,1
下,1
虹,1
ケ,2
丘,4
早,1
野,2
岡,1
万,1
福,1
千,1
代,1
東,1
百,2
合,2
高,1
石,1
多,1
摩,1
美,1
細,1
は,1
る,1
ひ,1
栗,3
木,2
鳥,1
台,1
南,1
黒,2
川,2
