let,num
南,208
方,199
町,340
二,9
ツ,4
橋,1
鶴,3
江,19
茶,2
臼,2
森,7
風,1
張,1
砥,4
落,4
上,14
ケ,4
戸,3
沢,22
田,40
待,8
井,10
内,10
鰐,2
丸,3
堂,4
地,10
前,54
一,5
網,2
代,5
梨,1
木,4
大,31
涌,1
仕,2
込,2
原,8
浦,24
豊,114
里,114
元,1
谷,10
下,25
山,25
成,9
十,6
丁,1
村,3
中,18
沼,28
崎,15
天,1
屋,12
敷,7
真,2
福,1
石,12
越,5
新,61
尼,3
池,4
嶽,4
畑,9
岡,3
樟,2
土,3
手,3
外,10
高,7
室,2
間,4
柳,3
瀬,2
ノ,7
淵,1
ぜ,1
ん,1
荷,1
松,5
葉,4
剣,2
先,2
小,5
横,4
本,1
郷,4
川,11
葭,2
立,2
門,1
堀,1
切,3
番,15
堤,2
寺,3
袋,10
館,2
米,13
西,10
東,11
古,1
宝,3
表,3
平,6
長,7
根,8
北,5
板,3
倉,2
八,4
の,1
加,2
々,2
巻,3
軒,1
島,6
目,1
曲,3
九,1
反,2
須,3
細,9
裏,2
河,1
面,1
芝,2
久,2
寿,4
五,4
津,6
狼,3
欠,3
若,2
狭,2
尻,1
四,2
後,4
掛,2
七,3
六,2
三,3
苔,1
野,5
蛇,1
阪,1
青,3
白,4
鳥,5
境,1
宿,2
鏡,1
形,1
鴻,1
作,1
笹,1
角,2
貝,3
梶,3
王,1
塚,2
保,1
峯,3
岐,2
貫,2
迫,5
唐,1
口,2
養,1
賢,1
府,1
愛,1
宕,1
佐,2
銭,1
金,1
壇,1
埣,2
者,1
烏,1
亀,1
雷,1
蕪,1
千,1
昭,1
和,4
実,1
翌,1
杢,1
椚,1
鳩,1
照,1
太,1
林,1
薬,1
師,1
笑,1
竹,1
登,4
日,2
渡,1
黒,1
浅,1
水,1
錦,1
織,1
字,1
牛,1
