let,num
古,96
川,100
宮,6
袋,4
蓑,1
口,1
沼,7
中,6
里,1
端,1
駅,2
前,2
大,8
通,2
三,16
日,3
荒,4
小,8
金,3
浦,2
東,2
江,4
合,4
寿,1
西,3
館,1
錦,1
旭,1
十,1
南,5
幸,1
福,2
城,2
台,7
北,6
若,1
葉,4
七,1
稲,3
李,1
埣,3
諏,2
訪,2
千,2
手,1
寺,1
新,6
田,26
五,1
輪,1
穂,1
波,1
本,17
二,1
ノ,2
構,1
島,7
木,19
栄,1
尻,18
高,3
米,2
倉,1
桜,2
野,8
上,4
目,10
境,1
峠,1
下,6
谷,5
地,2
幡,2
耳,1
取,1
沢,9
堀,1
斎,1
牧,1
馬,3
櫛,1
長,5
岡,2
伊,4
場,3
内,1
針,2
深,2
狐,1
塚,4
柳,2
渕,1
放,1
寄,1
泉,3
楡,1
休,1
鶴,1
ケ,2
桑,2
渋,1
井,2
堤,1
根,1
石,2
森,1
保,1
柏,1
崎,2
富,1
矢,1
八,1
蒜,1
引,1
坂,1
松,7
斉,1
熊,1
蟻,1
秋,1
林,1
鹿,6
平,1
渡,1
山,13
須,1
摩,1
屋,1
船,1
越,1
塩,1
嶺,1
師,1
牛,1
音,1
無,1
尾,1
飯,1
清,3
滝,1
賀,1
水,2
雨,1
生,1
次,1
橋,1
岩,6
出,6
一,1
栗,2
折,1
部,1
間,1
蕪,1
広,1
貫,1
迫,1
池,1
月,1
鳴,2
子,2
温,2
鬼,1
首,1
