let,num
雄,18
勝,18
町,32
伊,3
勢,2
畑,1
鹿,3
妻,2
本,1
鮎,3
川,8
大,12
下,2
字,2
深,1
淵,1
南,7
谷,7
地,4
上,5
垂,1
水,7
新,6
境,3
茜,1
平,1
元,1
倉,3
駅,1
前,3
北,9
通,1
り,1
貞,1
山,7
吉,3
野,8
押,1
東,2
中,11
里,3
立,2
湊,2
緑,1
築,1
後,1
生,14
橋,4
美,1
園,1
田,12
道,2
旭,1
央,1
浦,6
門,3
丸,1
井,3
戸,1
日,1
和,3
が,1
丘,1
三,5
ツ,1
股,1
わ,1
か,1
ば,1
宇,1
浜,35
松,3
館,1
幸,1
あ,1
け,1
ぼ,1
の,2
明,3
神,3
末,1
広,2
鋳,1
銭,1
場,1
渡,3
波,2
脇,3
開,2
屋,1
敷,1
千,1
石,3
泉,1
街,1
清,2
口,1
原,3
津,3
塩,1
富,1
宜,1
八,2
幡,1
宮,1
向,1
陽,1
万,1
住,1
長,4
錦,1
並,1
西,2
不,1
動,1
栄,1
手,1
穀,1
羽,1
黒,1
光,1
瀬,1
双,1
葉,1
巻,1
雲,1
雀,1
島,3
成,3
魚,1
河,1
小,6
根,1
岸,1
月,1
潮,1
見,1
熊,1
沢,2
桑,1
桃,14
竹,2
重,1
侍,1
牧,1
牛,1
網,3
内,2
流,1
留,1
須,3
福,3
貴,1
城,1
寄,1
磯,1
分,2
泊,1
埣,1
鮫,1
寺,1
崎,4
尾,2
給,2
人,1
荻,1
代,1
沼,2
相,1
折,1
永,1
十,2
取,1
船,2
越,2
積,1
名,1
振,1
高,2
賀,1
飯,1
木,1
馬,1
鞍,1
釜,1
森,1
樫,1
瓜,1
江,1
太,1
面,1
皿,1
貝,1
渕,3
輪,1
真,1
又,1
針,1
岡,1
女,1
村,1
恵,1
み,2
丁,1
蛇,1
狐,1
二,1
子,1
ぞ,1
