let,num
鍛,1
冶,1
屋,1
本,4
西,7
柳,2
原,6
門,1
口,2
仲,2
宮,4
内,1
大,4
開,2
通,29
水,3
木,2
塚,1
羽,1
坂,1
三,4
川,4
出,4
在,2
家,2
今,1
島,2
上,6
神,2
明,2
北,2
逆,2
瀬,2
南,3
船,1
工,1
磯,1
之,2
小,3
河,1
築,1
地,2
中,3
切,1
戸,1
御,4
崎,4
芦,1
松,5
所,2
東,3
駅,2
前,1
入,1
江,2
浜,4
須,1
佐,2
野,4
和,4
笠,1
田,6
石,2
庄,1
山,10
遠,2
矢,3
材,1
吉,1
金,1
平,2
高,1
楠,1
谷,1
梅,1
元,1
王,2
五,1
千,1
鳥,1
天,1
橘,2
馬,1
場,1
部,1
祇,2
園,2
荒,1
熊,1
同,1
菊,1
湊,3
井,2
下,4
条,2
雪,1
都,1
由,1
乃,1
夢,1
氷,1
室,1
烏,1
里,1
鵯,2
越,2
清,1
滝,1
筋,1
七,1
多,1
聞,1
新,1
比,1
永,1
沢,3
兵,1
庫,1
道,1
福,1
会,1
