let,num
沼,1
島,2
北,8
阿,14
万,11
筒,1
井,6
灘,13
仁,1
頃,1
東,1
上,4
伊,2
賀,15
野,7
神,8
代,7
浦,1
壁,1
集,11
福,6
新,4
田,15
内,3
ケ,2
原,4
生,2
子,1
長,3
八,14
木,13
馬,1
回,1
社,1
家,1
牛,1
那,3
松,15
帆,13
櫟,1
志,11
知,11
中,9
難,1
波,1
潮,1
美,1
台,1
川,7
浜,2
江,1
尻,1
高,2
屋,3
西,4
路,3
立,2
瀬,1
幡,4
鍛,1
治,1
本,2
倭,8
文,9
庄,2
道,2
土,2
山,4
添,1
古,1
津,2
慶,1
油,1
谷,1
城,1
方,3
円,2
実,1
地,2
惣,1
吉,1
払,1
黒,2
岩,1
稲,1
南,1
白,1
崎,1
来,2
吹,1
下,2
塩,2
喜,1
市,11
行,1
寺,7
善,1
光,1
小,2
石,1
国,1
分,1
鳥,1
大,2
久,1
保,1
徳,3
養,2
宜,2
榎,10
列,10
多,2
永,1
富,1
委,1
条,3
広,4
國,1
衙,1
戒,1
旦,1
脇,1
頭,1
青,1
三,1
條,1
筋,2
入,1
十,1
一,1
所,2
掃,1
守,1
流,1
佐,1
礼,1
尾,1
鈩,1
飯,1
口,1
湊,2
里,1
安,1
住,1
宝,1
明,1
良,4
丙,1
甲,1
乙,1
奥,1
加,1
利,1
桜,1
花,1
の,1
郷,1
