let,num
平,24
岡,12
町,128
新,5
在,2
家,3
つ,2
じ,1
野,29
高,2
畑,4
西,24
谷,1
山,11
之,3
上,19
志,25
方,25
尻,2
神,23
石,2
守,1
口,14
北,3
水,1
足,1
荘,20
養,2
老,1
木,3
加,17
古,18
川,17
稲,1
屋,2
尾,8
田,9
南,1
備,2
後,2
今,1
福,2
安,1
良,1
角,1
原,7
中,10
牧,1
飯,2
坂,4
東,9
行,1
常,1
大,6
澤,1
細,1
工,1
所,1
廣,1
土,2
八,7
反,1
別,15
府,15
脇,1
港,1
緑,1
本,3
元,2
島,1
朝,1
日,2
宮,2
辺,2
金,1
沢,3
二,2
俣,1
一,2
色,1
内,1
井,4
長,2
砂,2
里,2
池,2
旭,1
留,1
手,2
幡,6
村,4
下,2
船,2
条,4
宗,2
佐,1
国,2
包,1
ノ,2
都,2
染,1
見,1
呂,1
台,1
小,2
白,1
薬,1
栗,1
磐,1
粟,1
津,3
苑,1
美,1
乃,1
利,1
溝,1
篠,1
寺,1
河,3
米,2
頭,1
友,1
吉,14
升,1
出,1
部,1
岸,1
辻,1
天,1
投,1
松,2
前,1
冨,1
鼎,1
横,1
路,1
成,1
永,1
室,1
雑,1
郷,1
