都道府県コード,都道府県名,市区町村コード,市区町村名,大字町丁目コード,大字町丁目名,緯度,経度,原典資料コード,大字・字・丁目区分コード
01,北海道,01519,利尻郡利尻富士町,015190001000,鴛泊,45.222094,141.219863,0,1
01,北海道,01519,利尻郡利尻富士町,015190002000,鬼脇,45.161105,141.289343,0,1
