都道府県コード,都道府県名,市区町村コード,市区町村名,大字町丁目コード,大字町丁目名,緯度,経度,原典資料コード,大字・字・丁目区分コード
01,北海道,01514,枝幸郡枝幸町,015140005000,歌登毛登別,44.828327,142.361162,0,1
01,北海道,01514,枝幸郡枝幸町,015140006000,歌登志美宇丹,44.795326,142.582082,0,1
01,北海道,01514,枝幸郡枝幸町,015140007000,歌登中央,44.779640,142.435749,0,1
01,北海道,01514,枝幸郡枝幸町,015140008000,歌登西歌登,44.865014,142.401806,0,1
01,北海道,01514,枝幸郡枝幸町,015140009000,歌登西町,44.844978,142.473751,0,1
01,北海道,01514,枝幸郡枝幸町,015140010000,歌登パンケナイ,44.923075,142.442733,0,1
01,北海道,01514,枝幸郡枝幸町,015140011000,歌登桧垣町,44.837292,142.466878,0,1
01,北海道,01514,枝幸郡枝幸町,015140012000,歌登東歌登,44.822065,142.487502,0,1
01,北海道,01514,枝幸郡枝幸町,015140013000,歌登東町,44.842306,142.482228,0,1
01,北海道,01514,枝幸郡枝幸町,015140014000,歌登辺毛内,44.786922,142.511619,0,1
01,北海道,01514,枝幸郡枝幸町,015140015000,歌登豊沃,44.746344,142.646693,0,1
01,北海道,01514,枝幸郡枝幸町,015140016000,歌登本幌別,44.742436,142.375613,0,1
01,北海道,01514,枝幸郡枝幸町,015140017000,歌登南町,44.836583,142.476929,0,1
01,北海道,01514,枝幸郡枝幸町,015140018000,梅ヶ枝町,44.937665,142.583062,0,1
01,北海道,01514,枝幸郡枝幸町,015140019000,岡島,44.862783,142.586170,0,1
01,北海道,01514,枝幸郡枝幸町,015140020000,乙忠部,44.771829,142.685324,0,1
01,北海道,01514,枝幸郡枝幸町,015140021000,音標,44.679554,142.804095,0,1
01,北海道,01514,枝幸郡枝幸町,015140022000,上音標,44.652316,142.690635,0,1
01,北海道,01514,枝幸郡枝幸町,015140023000,北浜町,44.944390,142.580622,0,1
01,北海道,01514,枝幸郡枝幸町,015140024000,幸町,44.936083,142.584357,0,1
01,北海道,01514,枝幸郡枝幸町,015140025000,栄町,44.935822,142.576059,0,1
01,北海道,01514,枝幸郡枝幸町,015140026000,下幌別,44.889275,142.548977,0,1
01,北海道,01514,枝幸郡枝幸町,015140027000,新港町,44.926261,142.568006,0,1
01,北海道,01514,枝幸郡枝幸町,015140028000,新栄町,44.943279,142.578203,0,1
01,北海道,01514,枝幸郡枝幸町,015140029000,問牧,44.996679,142.503447,0,1
01,北海道,01514,枝幸郡枝幸町,015140030000,徳志別,44.814037,142.608267,0,1
01,北海道,01514,枝幸郡枝幸町,015140031000,風烈布,44.676620,142.627850,0,1
01,北海道,01514,枝幸郡枝幸町,015140032000,北栄町,44.944305,142.569990,0,1
01,北海道,01514,枝幸郡枝幸町,015140033000,北幸町,44.934135,142.569082,0,1
01,北海道,01514,枝幸郡枝幸町,015140034000,本町,44.938606,142.582011,0,1
01,北海道,01514,枝幸郡枝幸町,015140035000,三笠町,44.939421,142.571059,0,1
01,北海道,01514,枝幸郡枝幸町,015140036000,岬町,44.960031,142.575955,0,1
01,北海道,01514,枝幸郡枝幸町,015140037000,南浜町,44.920395,142.579864,0,1
01,北海道,01514,枝幸郡枝幸町,015140038000,目梨泊,45.035808,142.498003,0,1
01,北海道,01514,枝幸郡枝幸町,015140039000,山臼,44.806715,142.664413,0,1
