let,num
字,18
岩,1
部,1
浦,2
和,1
塩,1
釜,1
白,1
符,1
千,1
軒,1
館,1
崎,2
月,1
豊,1
浜,1
桧,1
倉,1
日,2
出,1
向,1
福,1
島,1
松,1
三,1
岳,1
宮,1
歌,1
美,1
山,1
吉,2
岡,1
野,1
