let,num
赤,11
童,11
子,21
町,333
大,20
堀,2
間,5
御,2
宿,1
栄,7
桜,2
道,6
白,10
山,29
福,3
住,1
藤,5
宮,57
南,13
野,92
良,22
原,11
石,4
枕,2
神,19
明,20
今,4
市,5
場,9
秋,2
津,1
高,32
根,2
前,20
美,1
和,15
後,25
飛,27
保,24
新,9
開,2
瀬,6
出,7
島,22
中,26
西,21
東,35
平,5
本,22
郷,29
川,7
薬,1
師,2
両,1
家,1
江,3
森,8
上,20
小,29
杁,9
一,3
色,2
鴨,1
ケ,3
池,3
長,9
者,1
毛,1
千,5
代,6
見,8
寺,9
ノ,6
内,2
八,7
幡,5
林,2
土,1
鹿,5
草,10
井,9
海,3
青,2
木,17
里,4
粟,1
田,47
伍,1
力,8
手,1
楽,1
尾,7
崎,7
河,15
桐,2
屋,24
敷,5
若,12
竹,14
勝,7
佐,7
地,3
光,3
堂,3
生,2
船,2
付,1
奈,15
旭,6
観,2
音,2
久,23
天,9
王,9
豊,1
錦,1
瑞,2
穂,2
緑,4
賀,8
定,1
杉,2
門,6
塚,5
北,9
浦,4
松,16
榊,1
戸,5
管,1
五,11
十,2
脇,3
折,8
雲,1
竜,1
反,2
畑,2
柳,1
橋,2
古,24
知,21
朝,2
日,6
熱,1
金,2
丸,5
塔,2
桃,1
源,1
花,2
霞,1
の,1
広,1
寿,1
渡,2
牧,1
裏,1
太,1
膳,1
砂,2
当,2
慈,1
巡,1
城,1
之,1
水,3
吉,1
四,2
曽,3
幼,1
添,2
二,3
清,2
六,1
遠,1
舗,1
駒,1
熊,1
ツ,2
目,1
般,8
端,2
葭,1
岩,1
鐘,1
鋳,1
烏,1
米,2
七,1
社,2
泉,2
夫,1
丘,2
布,6
袋,5
下,2
切,1
向,2
元,1
エ,1
春,1
菖,1
蒲,1
村,20
九,1
鈴,1
頭,1
鳥,1
附,1
仲,1
冨,1
士,1
弟,1
安,6
尻,5
蔵,1
桑,1
寄,4
葉,1
稲,1
司,1
タ,1
沼,1
谷,1
