let,num
阿,1
畑,2
雨,1
堤,2
荒,1
田,30
池,10
石,2
場,2
市,1
が,2
洞,5
茨,1
ケ,9
廻,5
間,6
井,7
堀,3
杁,5
根,14
ノ,9
岩,66
氏,1
神,4
前,20
打,1
越,4
卯,1
塚,5
馬,1
榎,1
下,10
蛭,1
子,4
大,3
久,2
手,2
片,1
平,8
蟹,1
原,14
上,3
川,3
鴨,1
観,1
音,1
堂,2
北,3
浦,5
熊,17
喜,1
婦,1
嶽,2
草,1
掛,1
保,1
山,17
張,1
深,4
鯉,1
小,2
稲,3
葉,1
郷,1
香,1
桶,2
五,2
合,2
作,67
桜,1
申,2
汐,1
見,1
坂,1
権,4
勝,1
入,1
菖,1
蒲,1
城,2
屋,2
敷,1
真,1
行,1
明,1
門,2
菅,1
助,1
六,1
砂,1
先,1
達,1
日,1
段,2
留,1
の,4
丁,1
長,4
配,1
脇,4
戸,3
谷,1
中,13
仲,1
西,6
野,2
農,1
邸,1
東,9
狭,1
地,3
広,2
福,2
富,1
士,1
坊,1
後,2
棒,1
振,1
仏,1
一,1
志,1
水,1
寺,3
橋,1
本,3
面,1
溝,3
松,1
丸,3
之,1
南,2
宮,3
武,1
蔵,1
色,1
金,1
浮,1
江,1
内,2
万,1
落,1
折,1
欠,1
花,5
壁,1
雁,1
又,1
狐,1
反,1
代,2
三,1
峯,1
立,4
島,5
蛇,1
白,1
針,1
隅,1
高,3
床,1
寒,1
泥,1
亀,1
首,1
寅,1
酉,1
筬,1
鶴,1
繩,1
琵,1
琶,1
添,1
向,2
元,1
桃,1
木,3
八,1
瀬,1
藪,1
早,2
横,1
道,1
よ,1
し,1
葭,1
櫨,1
