let,num
山,101
尾,24
台,16
日,33
が,17
丘,20
川,109
津,64
伊,15
香,11
立,12
上,89
北,68
下,45
中,84
生,32
南,71
庄,19
池,18
の,17
里,21
石,43
居,13
場,14
内,13
畑,14
寺,87
郷,17
平,28
今,56
田,129
出,13
浜,28
林,14
坂,24
子,13
大,92
小,63
原,55
東,40
江,22
木,82
谷,26
羽,11
野,118
園,11
葛,12
ノ,29
戸,14
口,85
村,16
井,40
町,401
新,40
堂,16
神,13
浦,11
崎,11
橋,12
路,14
松,20
湖,31
岡,16
本,66
三,21
賀,42
甲,54
和,21
宮,28
水,80
杉,14
清,14
保,14
瀬,21
月,36
高,59
森,18
長,17
西,64
八,30
屋,24
馬,12
吉,12
見,12
佐,11
柳,11
旭,13
安,47
部,34
沢,11
楽,22
荘,27
元,16
之,36
五,32
市,31
浅,20
余,27
呉,27
土,41
信,19
曇,21
朽,21
マ,23
キ,23
個,24
