let,num
赤,1
島,5
池,1
田,6
猪,1
之,13
木,3
江,16
川,5
黄,1
大,7
荒,2
奥,1
浦,18
小,2
泊,3
上,4
津,3
崎,3
山,7
岐,13
宿,11
町,50
原,2
楠,2
河,1
務,1
唐,1
船,2
ノ,6
中,3
嶽,2
二,1
本,2
姫,1
松,3
高,2
場,1
籠,1
淵,1
紺,1
屋,2
幸,1
栄,1
坂,1
の,2
下,3
新,1
港,1
末,1
広,1
円,1
寺,1
玉,12
幾,1
久,3
平,2
宝,1
立,2
谷,1
丹,1
奈,5
頓,1
須,1
布,1
央,1
堤,1
戸,2
富,14
狩,1
黒,2
瀬,1
繁,1
敷,2
職,1
人,1
尾,4
岳,1
土,1
取,1
長,2
峰,1
手,2
留,4
串,1
廻,1
錦,1
野,3
々,1
切,1
浜,2
東,1
賀,1
蔵,1
福,2
武,1
家,1
増,1
三,14
井,12
楽,12
丑,1
貝,1
柏,1
嵯,1
峨,1
塩,1
水,1
波,1
砂,1
間,1
濱,2
窄,1
畔,1
渕,1
元,1
向,1
窯,1
吉,2
蕨,1
伊,1
貴,1
首,1
