pref_en,cityname_en,pref_ja,cityname_ja,rank1_let,rank1_prob,rank2_let,rank2_prob,rank3_let,rank3_prob,rank4_let,rank4_prob,rank5_let,rank5_prob,rank6_let,rank6_prob,rank7_let,rank7_prob,rank8_let,rank8_prob,rank9_let,rank9_prob,rank10_let,rank10_prob
kanagawa,nakahara,神奈川県,川崎市中原区,上,0.0625,丸,0.0625,子,0.0625,井,0.0625,田,0.0546875,新,0.046875,小,0.0390625,中,0.0390625,木,0.0390625,月,0.0390625
kanagawa,takatsu,神奈川県,川崎市高津区,作,0.04477611940298507,久,0.04477611940298507,子,0.04477611940298507,ケ,0.04477611940298507,口,0.04477611940298507,野,0.04477611940298507,末,0.029850746268656716,下,0.029850746268656716,延,0.029850746268656716,新,0.029850746268656716
kanagawa,tama,神奈川県,川崎市多摩区,田,0.125,菅,0.109375,生,0.0625,戸,0.046875,野,0.03125,東,0.03125,三,0.03125,長,0.03125,尾,0.03125,谷,0.03125
kanagawa,miyamae,神奈川県,川崎市宮前区,台,0.07246376811594203,野,0.07246376811594203,川,0.07246376811594203,平,0.057971014492753624,馬,0.043478260869565216,宮,0.028985507246376812,有,0.028985507246376812,ケ,0.028985507246376812,菅,0.028985507246376812,生,0.028985507246376812
kanagawa,asou,神奈川県,川崎市麻生区,丘,0.058823529411764705,栗,0.04411764705882353,上,0.029411764705882353,麻,0.029411764705882353,生,0.029411764705882353,寺,0.029411764705882353,白,0.029411764705882353,山,0.029411764705882353,平,0.029411764705882353,ケ,0.029411764705882353
kanagawa,sagamiharamidori,神奈川県,相模原市緑区,本,0.06140350877192982,野,0.05263157894736842,原,0.05263157894736842,沢,0.043859649122807015,橋,0.043859649122807015,山,0.03508771929824561,小,0.03508771929824561,青,0.02631578947368421,屋,0.02631578947368421,井,0.02631578947368421
kanagawa,chuo,神奈川県,相模原市中央区,田,0.05309734513274336,野,0.04424778761061947,台,0.04424778761061947,が,0.035398230088495575,丘,0.035398230088495575,矢,0.035398230088495575,部,0.035398230088495575,山,0.02654867256637168,下,0.02654867256637168,新,0.02654867256637168
kanagawa,sagamiharaminami,神奈川県,相模原市南区,台,0.1,相,0.075,野,0.05,大,0.05,間,0.0375,模,0.0375,武,0.025,新,0.025,磯,0.025,麻,0.025
kanagawa,yokosuka,神奈川県,横須賀市,浦,0.04861111111111111,台,0.04513888888888889,田,0.034722222222222224,浜,0.03125,丘,0.027777777777777776,が,0.020833333333333332,見,0.020833333333333332,長,0.017361111111111112,賀,0.017361111111111112,久,0.017361111111111112
kanagawa,hiratsuka,神奈川県,平塚市,田,0.046153846153846156,豊,0.03461538461538462,原,0.03076923076923077,ケ,0.026923076923076925,丘,0.023076923076923078,下,0.019230769230769232,中,0.019230769230769232,八,0.019230769230769232,入,0.015384615384615385,宮,0.015384615384615385
kanagawa,kamakura,神奈川県,鎌倉市,谷,0.039603960396039604,ガ,0.039603960396039604,山,0.0297029702970297,ノ,0.0297029702970297,寺,0.0297029702970297,西,0.019801980198019802,鎌,0.019801980198019802,倉,0.019801980198019802,今,0.019801980198019802,泉,0.019801980198019802
kanagawa,fujisawa,神奈川県,藤沢市,鵠,0.05181347150259067,沼,0.05181347150259067,辻,0.03626943005181347,堂,0.03626943005181347,藤,0.031088082901554404,沢,0.031088082901554404,台,0.025906735751295335,片,0.02072538860103627,瀬,0.02072538860103627,岡,0.02072538860103627
kanagawa,odawara,神奈川県,小田原市,田,0.06060606060606061,曽,0.045454545454545456,我,0.03535353535353535,新,0.03535353535353535,川,0.025252525252525252,中,0.025252525252525252,上,0.020202020202020204,小,0.020202020202020204,大,0.020202020202020204,根,0.015151515151515152
kanagawa,chigasaki,神奈川県,茅ヶ崎市,松,0.04861111111111111,浜,0.041666666666666664,が,0.034722222222222224,田,0.027777777777777776,海,0.027777777777777776,岸,0.027777777777777776,島,0.020833333333333332,平,0.020833333333333332,見,0.020833333333333332,台,0.020833333333333332
kanagawa,zushi,神奈川県,逗子市,山,0.11764705882352941,子,0.11764705882352941,桜,0.058823529411764705,沼,0.058823529411764705,間,0.058823529411764705,新,0.058823529411764705,宿,0.058823529411764705,逗,0.058823529411764705,小,0.058823529411764705,坪,0.058823529411764705
kanagawa,miura,神奈川県,三浦市,町,0.12962962962962962,三,0.05555555555555555,崎,0.05555555555555555,下,0.05555555555555555,初,0.046296296296296294,声,0.046296296296296294,南,0.046296296296296294,浦,0.046296296296296294,田,0.037037037037037035,宮,0.027777777777777776
kanagawa,hadano,神奈川県,秦野市,川,0.032467532467532464,沢,0.032467532467532464,大,0.025974025974025976,今,0.025974025974025976,原,0.025974025974025976,上,0.01948051948051948,名,0.01948051948051948,下,0.01948051948051948,堀,0.01948051948051948,山,0.01948051948051948
kanagawa,atsugi,神奈川県,厚木市,田,0.04861111111111111,野,0.034722222222222224,下,0.034722222222222224,沢,0.027777777777777776,上,0.027777777777777776,古,0.027777777777777776,の,0.027777777777777776,里,0.027777777777777776,愛,0.020833333333333332,山,0.020833333333333332
kanagawa,yamato,神奈川県,大和市,間,0.10344827586206896,柳,0.06896551724137931,林,0.05172413793103448,下,0.05172413793103448,鶴,0.05172413793103448,和,0.05172413793103448,田,0.05172413793103448,草,0.05172413793103448,中,0.034482758620689655,央,0.034482758620689655
kanagawa,isehara,神奈川県,伊勢原市,台,0.043010752688172046,下,0.043010752688172046,大,0.03225806451612903,上,0.03225806451612903,東,0.03225806451612903,岡,0.03225806451612903,田,0.021505376344086023,高,0.021505376344086023,森,0.021505376344086023,屋,0.021505376344086023
kanagawa,ebina,神奈川県,海老名市,中,0.057971014492753624,谷,0.057971014492753624,河,0.043478260869565216,今,0.043478260869565216,上,0.043478260869565216,泉,0.043478260869565216,内,0.028985507246376812,郷,0.028985507246376812,大,0.028985507246376812,南,0.028985507246376812
kanagawa,zama,神奈川県,座間市,原,0.1016949152542373,栗,0.06779661016949153,台,0.05084745762711865,野,0.05084745762711865,が,0.05084745762711865,丘,0.05084745762711865,谷,0.05084745762711865,相,0.03389830508474576,座,0.03389830508474576,間,0.03389830508474576
kanagawa,minamiashigara,神奈川県,南足柄市,田,0.06666666666666667,原,0.05,駒,0.03333333333333333,竹,0.03333333333333333,沼,0.03333333333333333,沢,0.03333333333333333,野,0.03333333333333333,北,0.016666666666666666,窪,0.016666666666666666,和,0.016666666666666666
kanagawa,ayase,神奈川県,綾瀬市,寺,0.07936507936507936,尾,0.07936507936507936,上,0.06349206349206349,川,0.06349206349206349,中,0.047619047619047616,深,0.047619047619047616,谷,0.047619047619047616,北,0.031746031746031744,吉,0.031746031746031744,岡,0.031746031746031744
kanagawa,hayama,神奈川県,三浦郡葉山町,山,0.13333333333333333,口,0.13333333333333333,下,0.06666666666666667,木,0.06666666666666667,古,0.06666666666666667,庭,0.06666666666666667,上,0.06666666666666667,堀,0.06666666666666667,内,0.06666666666666667,一,0.06666666666666667
kanagawa,samukawa,神奈川県,高座郡寒川町,宮,0.09523809523809523,田,0.09523809523809523,大,0.09523809523809523,小,0.09523809523809523,一,0.047619047619047616,之,0.047619047619047616,端,0.047619047619047616,曲,0.047619047619047616,谷,0.047619047619047616,中,0.047619047619047616
kanagawa,oiso,神奈川県,中郡大磯町,磯,0.08571428571428572,東,0.05714285714285714,小,0.05714285714285714,国,0.05714285714285714,府,0.05714285714285714,西,0.05714285714285714,石,0.02857142857142857,神,0.02857142857142857,台,0.02857142857142857,新,0.02857142857142857
kanagawa,ninomiya,神奈川県,中郡二宮町,が,0.125,丘,0.125,山,0.041666666666666664,西,0.041666666666666664,緑,0.041666666666666664,一,0.041666666666666664,色,0.041666666666666664,中,0.041666666666666664,里,0.041666666666666664,富,0.041666666666666664
kanagawa,nakai,神奈川県,足柄上郡中井町,田,0.08823529411764706,藤,0.058823529411764705,沢,0.058823529411764705,所,0.058823529411764705,境,0.058823529411764705,井,0.029411764705882353,ノ,0.029411764705882353,口,0.029411764705882353,鴨,0.029411764705882353,松,0.029411764705882353
kanagawa,oi,神奈川県,足柄上郡大井町,大,0.13043478260869565,井,0.13043478260869565,田,0.08695652173913043,金,0.08695652173913043,柳,0.043478260869565216,山,0.043478260869565216,赤,0.043478260869565216,手,0.043478260869565216,子,0.043478260869565216,高,0.043478260869565216
kanagawa,matsuda,神奈川県,足柄上郡松田町,松,0.18181818181818182,田,0.18181818181818182,寄,0.09090909090909091,庶,0.09090909090909091,子,0.09090909090909091,惣,0.09090909090909091,領,0.09090909090909091,神,0.09090909090909091,山,0.09090909090909091
kanagawa,yamakita,神奈川県,足柄上郡山北町,川,0.08823529411764706,山,0.08823529411764706,神,0.058823529411764705,谷,0.029411764705882353,ケ,0.029411764705882353,向,0.029411764705882353,原,0.029411764705882353,世,0.029411764705882353,附,0.029411764705882353,玄,0.029411764705882353
kanagawa,kaisei,神奈川県,足柄上郡開成町,島,0.13043478260869565,み,0.08695652173913043,延,0.043478260869565216,沢,0.043478260869565216,中,0.043478260869565216,之,0.043478260869565216,名,0.043478260869565216,金,0.043478260869565216,井,0.043478260869565216,円,0.043478260869565216
kanagawa,hakone,神奈川県,足柄下郡箱根町,湯,0.06521739130434782,箱,0.043478260869565216,根,0.043478260869565216,宮,0.043478260869565216,本,0.043478260869565216,之,0.043478260869565216,平,0.043478260869565216,ノ,0.043478260869565216,仙,0.021739130434782608,石,0.021739130434782608
kanagawa,manazuru,神奈川県,足柄下郡真鶴町,真,0.3333333333333333,鶴,0.3333333333333333,岩,0.3333333333333333
kanagawa,yugawara,神奈川県,足柄下郡湯河原町,宮,0.10526315789473684,吉,0.05263157894736842,浜,0.05263157894736842,鍛,0.05263157894736842,冶,0.05263157894736842,屋,0.05263157894736842,上,0.05263157894736842,福,0.05263157894736842,浦,0.05263157894736842,中,0.05263157894736842
kanagawa,aikawa,神奈川県,愛甲郡愛川町,田,0.1111111111111111,中,0.05555555555555555,津,0.05555555555555555,半,0.05555555555555555,原,0.05555555555555555,棚,0.05555555555555555,澤,0.05555555555555555,三,0.05555555555555555,増,0.05555555555555555,春,0.05555555555555555
kanagawa,kiyokawa,神奈川県,愛甲郡清川村,ヶ,0.3333333333333333,煤,0.16666666666666666,谷,0.16666666666666666,宮,0.16666666666666666,瀬,0.16666666666666666
gunma,maebashi,群馬県,前橋市,町,0.060109289617486336,川,0.04007285974499089,田,0.03825136612021858,粕,0.0273224043715847,富,0.0273224043715847,下,0.025500910746812388,士,0.025500910746812388,見,0.025500910746812388,大,0.023679417122040074,上,0.023679417122040074
gunma,takasaki,群馬県,高崎市,町,0.07342143906020558,井,0.05286343612334802,吉,0.048458149779735685,田,0.02936857562408223,中,0.02643171806167401,下,0.024963289280469897,郷,0.023494860499265784,上,0.020558002936857563,箕,0.020558002936857563,大,0.016152716593245228
gunma,kiryu,群馬県,桐生市,町,0.10650887573964497,新,0.08284023668639054,里,0.07100591715976332,保,0.03550295857988166,根,0.03550295857988166,黒,0.029585798816568046,沢,0.029585798816568046,東,0.01775147928994083,田,0.01775147928994083,川,0.01775147928994083
gunma,isesaki,群馬県,伊勢崎市,境,0.07641196013289037,島,0.03322259136212625,上,0.03322259136212625,下,0.026578073089700997,木,0.023255813953488372,西,0.023255813953488372,井,0.019933554817275746,田,0.019933554817275746,塚,0.019933554817275746,堀,0.016611295681063124
gunma,ota,群馬県,太田市,田,0.10436893203883495,新,0.08737864077669903,島,0.02912621359223301,上,0.019417475728155338,小,0.019417475728155338,東,0.019417475728155338,井,0.01699029126213592,野,0.01699029126213592,大,0.01699029126213592,山,0.01699029126213592
gunma,numata,群馬県,沼田市,町,0.1037037037037037,根,0.08148148148148149,利,0.07777777777777778,田,0.03333333333333333,原,0.03333333333333333,上,0.02962962962962963,白,0.02962962962962963,沢,0.025925925925925925,下,0.022222222222222223,新,0.022222222222222223
gunma,tatebayashi,群馬県,館林市,田,0.05,谷,0.03125,大,0.03125,赤,0.025,美,0.025,園,0.025,生,0.01875,本,0.01875,島,0.01875,新,0.01875
gunma,shibukawa,群馬県,渋川市,町,0.13716814159292035,赤,0.09292035398230089,城,0.09292035398230089,北,0.05752212389380531,田,0.04424778761061947,橘,0.04424778761061947,上,0.02654867256637168,保,0.022123893805309734,原,0.017699115044247787,山,0.017699115044247787
gunma,fujioka,群馬県,藤岡市,塚,0.05454545454545454,上,0.045454545454545456,田,0.03636363636363636,石,0.03636363636363636,下,0.03636363636363636,中,0.03636363636363636,川,0.02727272727272727,井,0.02727272727272727,大,0.02727272727272727,栗,0.02727272727272727
gunma,tomioka,群馬県,富岡市,妙,0.08176100628930817,義,0.08176100628930817,町,0.07547169811320754,田,0.0440251572327044,上,0.0440251572327044,高,0.0440251572327044,原,0.031446540880503145,下,0.031446540880503145,岩,0.025157232704402517,黒,0.018867924528301886
gunma,annaka,群馬県,安中市,田,0.12272727272727273,井,0.10909090909090909,松,0.1,町,0.09545454545454546,上,0.03636363636363636,間,0.031818181818181815,秋,0.022727272727272728,中,0.022727272727272728,磯,0.022727272727272728,部,0.022727272727272728
gunma,midori,群馬県,みどり市,町,0.18487394957983194,間,0.10084033613445378,大,0.09243697478991597,々,0.09243697478991597,東,0.06722689075630252,原,0.03361344537815126,笠,0.03361344537815126,懸,0.03361344537815126,神,0.025210084033613446,戸,0.025210084033613446
gunma,shinto,群馬県,北群馬郡榛東村,新,0.07692307692307693,井,0.07692307692307693,上,0.07692307692307693,野,0.07692307692307693,原,0.07692307692307693,長,0.07692307692307693,岡,0.07692307692307693,広,0.07692307692307693,馬,0.07692307692307693,場,0.07692307692307693
gunma,yoshioka,群馬県,北群馬郡吉岡町,下,0.15789473684210525,野,0.10526315789473684,田,0.10526315789473684,漆,0.05263157894736842,原,0.05263157894736842,大,0.05263157894736842,久,0.05263157894736842,保,0.05263157894736842,小,0.05263157894736842,倉,0.05263157894736842
gunma,ueno,群馬県,多野郡上野村,乙,0.13333333333333333,父,0.06666666666666667,母,0.06666666666666667,勝,0.06666666666666667,山,0.06666666666666667,川,0.06666666666666667,和,0.06666666666666667,楢,0.06666666666666667,原,0.06666666666666667,新,0.06666666666666667
gunma,kanna,群馬県,多野郡神流町,原,0.0967741935483871,生,0.06451612903225806,尾,0.06451612903225806,平,0.06451612903225806,相,0.03225806451612903,青,0.03225806451612903,梨,0.03225806451612903,麻,0.03225806451612903,附,0.03225806451612903,神,0.03225806451612903
gunma,shimonita,群馬県,甘楽郡下仁田町,小,0.06521739130434782,坂,0.06521739130434782,山,0.06521739130434782,下,0.06521739130434782,野,0.06521739130434782,牧,0.06521739130434782,原,0.043478260869565216,青,0.021739130434782608,倉,0.021739130434782608,大,0.021739130434782608
gunma,nanmoku,群馬県,甘楽郡南牧村,沢,0.18518518518518517,大,0.1111111111111111,磐,0.037037037037037035,戸,0.037037037037037035,塩,0.037037037037037035,仁,0.037037037037037035,田,0.037037037037037035,日,0.037037037037037035,向,0.037037037037037035,小,0.037037037037037035
gunma,kanra,群馬県,甘楽郡甘楽町,小,0.07692307692307693,秋,0.038461538461538464,畑,0.038461538461538464,天,0.038461538461538464,引,0.038461538461538464,上,0.038461538461538464,野,0.038461538461538464,川,0.038461538461538464,幡,0.038461538461538464,金,0.038461538461538464
gunma,nakanojo,群馬県,吾妻郡中之条町,山,0.05,田,0.05,赤,0.03333333333333333,岩,0.03333333333333333,大,0.03333333333333333,沢,0.03333333333333333,渡,0.03333333333333333,小,0.03333333333333333,雨,0.03333333333333333,中,0.03333333333333333
gunma,naganohara,群馬県,吾妻郡長野原町,原,0.10714285714285714,川,0.07142857142857142,応,0.03571428571428571,桑,0.03571428571428571,大,0.03571428571428571,津,0.03571428571428571,畑,0.03571428571428571,湯,0.03571428571428571,北,0.03571428571428571,軽,0.03571428571428571
gunma,tsumagoi,群馬県,吾妻郡嬬恋村,田,0.08695652173913043,大,0.08695652173913043,原,0.08695652173913043,芦,0.043478260869565216,生,0.043478260869565216,今,0.043478260869565216,井,0.043478260869565216,笹,0.043478260869565216,前,0.043478260869565216,門,0.043478260869565216
gunma,kusatsu,群馬県,吾妻郡草津町,草,0.25,津,0.25,前,0.25,口,0.25
gunma,takayama,群馬県,吾妻郡高山村,尻,0.25,高,0.25,中,0.25,山,0.25
gunma,higashiagatsuma,群馬県,吾妻郡東吾妻町,田,0.0625,泉,0.041666666666666664,岩,0.041666666666666664,井,0.041666666666666664,大,0.041666666666666664,戸,0.041666666666666664,原,0.041666666666666664,島,0.041666666666666664,厚,0.020833333333333332,新,0.020833333333333332
gunma,katashina,群馬県,利根郡片品村,川,0.06451612903225806,鎌,0.03225806451612903,田,0.03225806451612903,越,0.03225806451612903,本,0.03225806451612903,下,0.03225806451612903,平,0.03225806451612903,須,0.03225806451612903,賀,0.03225806451612903,菅,0.03225806451612903
gunma,kawaba,群馬県,利根郡川場村,川,0.09523809523809523,場,0.047619047619047616,湯,0.047619047619047616,原,0.047619047619047616,小,0.047619047619047616,田,0.047619047619047616,立,0.047619047619047616,岩,0.047619047619047616,天,0.047619047619047616,神,0.047619047619047616
gunma,showa,群馬県,利根郡昭和村,赤,0.058823529411764705,城,0.058823529411764705,原,0.058823529411764705,糸,0.058823529411764705,井,0.058823529411764705,生,0.058823529411764705,越,0.058823529411764705,貝,0.058823529411764705,野,0.058823529411764705,瀬,0.058823529411764705
gunma,minakami,群馬県,利根郡みなかみ町,川,0.06796116504854369,沢,0.02912621359223301,須,0.02912621359223301,小,0.02912621359223301,向,0.02912621359223301,上,0.02912621359223301,湯,0.02912621359223301,大,0.019417475728155338,日,0.019417475728155338,野,0.019417475728155338
gunma,tamamura,群馬県,佐波郡玉村町,上,0.08333333333333333,飯,0.05,島,0.05,田,0.05,下,0.05,井,0.03333333333333333,新,0.03333333333333333,之,0.03333333333333333,福,0.03333333333333333,茂,0.03333333333333333
gunma,itakura,群馬県,邑楽郡板倉町,大,0.09090909090909091,野,0.06818181818181818,田,0.06818181818181818,蔵,0.045454545454545456,新,0.045454545454545456,西,0.045454545454545456,岡,0.045454545454545456,谷,0.045454545454545456,朝,0.022727272727272728,日,0.022727272727272728
gunma,meiwa,群馬県,邑楽郡明和町,江,0.07692307692307693,大,0.07692307692307693,島,0.07692307692307693,谷,0.05128205128205128,黒,0.05128205128205128,田,0.05128205128205128,入,0.02564102564102564,ケ,0.02564102564102564,梅,0.02564102564102564,原,0.02564102564102564
gunma,chiyoda,群馬県,邑楽郡千代田町,木,0.08571428571428572,上,0.05714285714285714,中,0.05714285714285714,森,0.05714285714285714,福,0.05714285714285714,舞,0.05714285714285714,赤,0.05714285714285714,岩,0.05714285714285714,五,0.02857142857142857,箇,0.02857142857142857
gunma,oizumi,群馬県,邑楽郡大泉町,小,0.09803921568627451,泉,0.09803921568627451,田,0.058823529411764705,日,0.0392156862745098,古,0.0392156862745098,坂,0.0392156862745098,仙,0.0392156862745098,石,0.0392156862745098,吉,0.0392156862745098,朝,0.0196078431372549
gunma,ora,群馬県,邑楽郡邑楽町,野,0.11538461538461539,鶉,0.07692307692307693,新,0.07692307692307693,塚,0.07692307692307693,中,0.07692307692307693,赤,0.038461538461538464,堀,0.038461538461538464,秋,0.038461538461538464,妻,0.038461538461538464,明,0.038461538461538464
tochigi,utsunomiya,栃木県,宇都宮市,田,0.04782608695652174,下,0.03188405797101449,原,0.028985507246376812,上,0.02753623188405797,本,0.02318840579710145,東,0.02318840579710145,戸,0.01884057971014493,の,0.017391304347826087,谷,0.017391304347826087,西,0.017391304347826087
tochigi,ashikaga,栃木県,足利市,田,0.047619047619047616,大,0.04365079365079365,新,0.023809523809523808,戸,0.023809523809523808,山,0.023809523809523808,草,0.01984126984126984,南,0.01984126984126984,助,0.01984126984126984,松,0.015873015873015872,富,0.015873015873015872
tochigi,tochigi,栃木県,栃木市,町,0.13871635610766045,大,0.057971014492753624,岡,0.047619047619047616,平,0.043478260869565216,藤,0.043478260869565216,舟,0.033126293995859216,岩,0.033126293995859216,田,0.024844720496894408,都,0.024844720496894408,賀,0.024844720496894408
tochigi,sano,栃木県,佐野市,山,0.036,田,0.032,上,0.028,下,0.028,大,0.028,犬,0.016,伏,0.016,中,0.016,金,0.016,水,0.016
tochigi,kanuma,栃木県,鹿沼市,下,0.05128205128205128,上,0.047619047619047616,田,0.04395604395604396,野,0.04395604395604396,久,0.02564102564102564,日,0.018315018315018316,木,0.014652014652014652,奈,0.014652014652014652,部,0.014652014652014652,中,0.014652014652014652
tochigi,nikko,栃木県,日光市,尾,0.05012531328320802,川,0.045112781954887216,足,0.042606516290726815,町,0.042606516290726815,沢,0.02756892230576441,滝,0.02756892230576441,原,0.02506265664160401,小,0.02506265664160401,清,0.020050125313283207,中,0.017543859649122806
tochigi,oyama,栃木県,小山市,田,0.07553956834532374,塚,0.03237410071942446,南,0.02877697841726619,島,0.02877697841726619,東,0.025179856115107913,井,0.025179856115107913,中,0.025179856115107913,川,0.02158273381294964,上,0.02158273381294964,下,0.02158273381294964
tochigi,mooka,栃木県,真岡市,田,0.06465517241379311,大,0.06465517241379311,谷,0.04310344827586207,島,0.034482758620689655,上,0.03017241379310345,下,0.03017241379310345,沼,0.02586206896551724,高,0.02586206896551724,木,0.021551724137931036,西,0.021551724137931036
tochigi,otawara,栃木県,大田原市,田,0.04830917874396135,沢,0.03864734299516908,野,0.033816425120772944,上,0.033816425120772944,大,0.024154589371980676,久,0.024154589371980676,原,0.024154589371980676,川,0.01932367149758454,佐,0.01932367149758454,北,0.01932367149758454
tochigi,yaita,栃木県,矢板市,田,0.09473684210526316,野,0.042105263157894736,上,0.031578947368421054,川,0.031578947368421054,東,0.021052631578947368,井,0.021052631578947368,沢,0.021052631578947368,泉,0.021052631578947368,畑,0.021052631578947368,片,0.021052631578947368
tochigi,nasushiobara,栃木県,那須塩原市,田,0.03867403314917127,野,0.03314917127071823,西,0.03038674033149171,東,0.027624309392265192,原,0.024861878453038673,上,0.022099447513812154,新,0.022099447513812154,中,0.022099447513812154,豊,0.022099447513812154,木,0.019337016574585635
tochigi,sakura,栃木県,さくら市,田,0.05660377358490566,新,0.03773584905660377,上,0.03773584905660377,川,0.03773584905660377,野,0.02830188679245283,澤,0.02830188679245283,河,0.02830188679245283,松,0.02830188679245283,氏,0.018867924528301886,家,0.018867924528301886
