let,num
山,100
下,89
安,14
館,12
岡,16
新,42
田,272
子,30
沢,271
猪,20
去,20
一,16
本,28
木,81
大,167
橋,20
道,15
三,17
外,12
久,14
保,16
上,185
畑,28
中,101
藤,22
松,33
場,16
米,12
岩,21
清,15
水,64
内,55
川,235
原,42
通,32
部,11
賀,17
野,66
太,92
口,30
神,23
瀬,20
ノ,24
屋,46
敷,26
森,32
吉,13
北,38
戸,16
前,45
舘,13
沼,15
細,11
八,25
千,16
村,13
鹿,25
妻,27
五,12
花,18
寺,36
地,67
島,14
市,14
目,17
天,12
黒,17
石,60
小,58
鳥,35
桜,11
台,15
柳,17
宮,24
西,33
高,26
向,16
崎,40
林,19
井,18
馬,13
日,33
が,15
丘,13
津,13
南,39
土,18
代,13
泉,15
長,31
根,27
東,79
平,49
町,166
割,37
駅,11
湯,13
越,12
十,31
字,73
谷,56
和,52
二,25
江,35
浜,12
第,35
ヶ,15
の,36
里,15
渡,11
り,16
笹,11
坂,14
衣,159
鵜,40
釜,31
刺,28
飼,38
篠,34
