都道府県コード,都道府県名,市区町村コード,市区町村名,大字町丁目コード,大字町丁目名,緯度,経度,原典資料コード,大字・字・丁目区分コード
03,岩手県,03503,九戸郡野田村,035030001000,大字玉川,40.052976,141.815543,0,1
03,岩手県,03503,九戸郡野田村,035030002000,大字野田,40.091885,141.785779,0,1
