都道府県コード,都道府県名,市区町村コード,市区町村名,大字町丁目コード,大字町丁目名,緯度,経度,原典資料コード,大字・字・丁目区分コード
45,宮崎県,45405,児湯郡川南町,454050001000,大字川南,32.210017,131.486860,0,1
45,宮崎県,45405,児湯郡川南町,454050002000,大字平田,32.183818,131.537696,0,1
