let,num
相,1
生,2
赤,1
坂,1
明,5
石,1
曙,1
旭,3
町,63
通,143
一,33
番,110
二,29
愛,1
宕,1
鐙,1
網,1
川,27
原,3
有,2
大,29
橋,2
台,2
医,2
学,6
礎,7
ノ,32
三,18
四,15
五,11
六,10
上,20
堀,50
稲,1
荷,1
入,2
船,7
祝,2
浮,1
洲,1
鵜,1
子,2
姥,1
ケ,1
山,10
海,2
辺,2
沼,2
営,2
所,6
烏,1
帽,1
近,2
江,2
翁,1
親,1
松,4
鏡,1
が,2
岡,2
春,1
日,2
校,4
裏,3
前,42
十,22
七,9
八,8
九,7
中,6
亀,1
田,8
早,2
岸,3
端,1
神,4
道,2
寺,4
蒲,1
北,5
畑,6
多,2
門,5
浜,6
毘,2
沙,2
寄,3
附,2
久,1
蔵,3
興,1
野,2
窪,1
京,2
王,1
高,2
志,1
寿,1
湖,1
南,12
小,1
張,1
木,4
幸,3
西,33
栄,2
魁,1
桜,1
笹,2
口,2
和,4
汐,1
見,4
紫,2
竹,2
信,1
濃,1
下,11
島,17
鐘,1
新,12
光,1
水,2
菅,1
根,1
住,1
吉,1
清,1
郎,1
関,15
屋,15
御,1
金,2
鉢,1
衛,1
昭,1
本,17
村,1
波,1
恵,1
太,1
右,1
エ,1
美,3
俵,1
柳,2
忠,1
月,1
出,4
来,3
天,5
尾,1
鳥,1
豊,1
照,1
長,3
潟,3
嶺,1
鍋,1
並,1
受,2
地,2
馬,2
越,2
厩,2
湊,12
垂,1
東,41
白,2
浦,3
艀,1
花,2
園,1
万,4
代,5
の,2
雲,1
雀,1
葉,1
場,1
古,13
文,1
弁,2
之,1
内,1
割,1
間,1
秣,1
方,1
咲,1
緑,1
横,4
里,1
室,1
女,4
池,4
元,2
千,1
ツ,1
弥,1
夕,1
雪,1
芳,1
ッ,1
米,1
合,2
居,1
竜,1
