都道府県コード,都道府県名,市区町村コード,市区町村名,大字町丁目コード,大字町丁目名,緯度,経度,原典資料コード,大字・字・丁目区分コード
07,福島県,07503,石川郡平田村,075030001000,大字中倉,37.180119,140.523905,0,1
07,福島県,07503,石川郡平田村,075030002000,大字小平,37.180307,140.562532,0,1
07,福島県,07503,石川郡平田村,075030003000,大字駒形,37.177352,140.585745,0,1
07,福島県,07503,石川郡平田村,075030004000,大字北方,37.178380,140.596418,0,1
07,福島県,07503,石川郡平田村,075030005000,大字蓬田新田,37.260695,140.543927,0,1
07,福島県,07503,石川郡平田村,075030006000,大字下蓬田,37.235934,140.539728,0,1
07,福島県,07503,石川郡平田村,075030007000,大字上蓬田,37.248295,140.558782,0,1
07,福島県,07503,石川郡平田村,075030008000,大字九生滝,37.241224,140.590745,0,1
07,福島県,07503,石川郡平田村,075030009000,大字東山,37.204736,140.596762,0,1
07,福島県,07503,石川郡平田村,075030010000,大字永田,37.215370,140.578431,0,1
07,福島県,07503,石川郡平田村,075030011000,大字小松原,37.215207,140.563079,0,1
07,福島県,07503,石川郡平田村,075030012000,大字西山,37.205306,140.534278,0,1
07,福島県,07503,石川郡平田村,075030013000,大字鴇子,37.220188,140.595282,0,1
