都道府県コード,都道府県名,市区町村コード,市区町村名,大字町丁目コード,大字町丁目名,緯度,経度,原典資料コード,大字・字・丁目区分コード
26,京都府,26303,乙訓郡大山崎町,263030001000,字円明寺,34.903650,135.690683,0,1
26,京都府,26303,乙訓郡大山崎町,263030002000,字大山崎,34.898088,135.685949,0,1
26,京都府,26303,乙訓郡大山崎町,263030003000,字下植野,34.903588,135.701004,0,1
