let,num
相,3
生,3
愛,1
染,2
寺,28
飛,2
鳥,3
井,6
油,1
橋,16
詰,5
尼,1
ケ,6
崎,2
横,10
阿,2
弥,2
陀,3
前,27
有,2
春,3
馬,7
安,2
楽,2
小,23
路,14
家,7
永,2
伊,7
佐,4
石,8
薬,6
師,4
勢,5
殿,13
構,3
屋,46
田,8
一,8
観,5
音,3
条,3
番,7
松,12
色,1
真,7
町,9
目,8
五,7
辻,6
糸,1
稲,1
葉,1
戌,1
亥,1
猪,6
熊,7
射,1
場,4
今,10
新,18
在,5
図,7
子,9
出,6
川,15
浮,1
内,6
靭,1
姥,4
榎,2
木,15
北,29
之,35
東,34
西,42
梅,1
裏,4
築,3
地,1
風,4
呂,4
夷,2
蛭,1
閻,1
魔,1
老,1
桜,4
鶴,2
円,1
正,3
親,1
扇,1
大,21
上,26
原,9
口,9
突,5
抜,5
峰,1
宮,10
岡,1
表,2
戒,1
光,3
甲,1
斐,1
守,1
鏡,3
加,1
賀,1
勘,2
解,1
由,1
梶,1
頭,4
柏,1
清,5
盛,2
日,3
片,3
洲,1
鍛,1
冶,1
下,23
御,20
霊,10
竪,12
中,20
立,5
売,3
天,11
神,14
塔,2
段,2
堀,9
輿,2
紙,1
柳,8
亀,4
烏,2
丸,9
瀬,1
歓,2
喜,2
三,10
橘,2
岩,1
栖,1
院,16
世,1
門,17
兵,1
衛,6
菊,1
蟹,2
兼,2
康,2
玄,3
蕃,2
室,2
俵,4
仲,5
辺,1
舟,3
九,1
軒,4
京,1
都,1
苑,1
元,17
桐,1
錦,1
砂,1
金,1
櫛,1
笥,1
花,4
開,1
継,1
孝,1
武,3
幸,3
荒,1
高,5
台,2
革,6
堂,10
講,1
徳,3
島,3
所,1
八,2
幡,2
伝,1
後,1
藤,4
近,3
駒,1
米,1
山,12
坤,1
皀,1
莢,1
栄,2
作,1
庵,2
笹,2
竹,5
左,1
讃,1
州,1
助,1
丁,3
王,1
慈,1
眼,1
七,1
実,1
仕,1
信,2
濃,3
芝,3
南,18
半,9
蔵,1
里,2
社,8
長,6
十,2
念,1
四,3
主,2
計,1
税,1
聚,1
常,4
泉,1
善,4
聖,1
紹,1
巴,1
白,3
銀,1
建,1
ン,1
富,4
如,4
水,8
桝,2
美,2
部,2
明,8
瑞,2
末,2
広,2
杉,2
本,11
若,7
筋,2
違,1
硯,1
須,3
浜,3
池,1
晴,1
青,1
龍,2
和,2
禅,1
昌,1
国,1
黒,2
心,1
泰,2
童,2
文,1
字,1
鷹,2
司,2
滝,1
鼻,1
園,1
畑,1
玉,1
村,3
備,1
多,1
弾,2
丹,2
波,1
智,1
恵,1
茶,1
書,1
土,4
秤,5
満,3
郎,1
道,1
盤,2
百,3
々,1
居,1
直,1
尾,1
務,1
梨,1
納,1
奈,1
良,1
物,1
端,1
千,2
辰,2
巳,2
野,3
船,1
太,1
無,1
車,2
芦,1
二,5
喰,1
谷,1
畠,2
針,1
帯,1
般,1
魚,1
者,2
挽,1
庇,1
菱,2
毘,2
沙,2
陸,1
樋,1
万,2
遍,2
瓢,1
箪,1
陣,1
福,5
袋,1
不,1
動,1
古,2
分,1
銅,1
弁,2
財,1
宝,1
鳳,1
瓜,1
牡,1
鉾,1
シ,1
法,1
蒔,1
倉,1
蔭,1
曼,1
羅,1
落,1
溝,1
垣,1
妙,4
顕,1
蓮,2
芳,1
雲,1
浄,1
頂,1
森,2
跡,1
紋,1
役,1
人,1
藪,2
名,1
行,1
養,1
吉,1
利,1
両,1
六,2
藁,1
