let,num
字,88
安,1
智,1
池,1
ノ,4
谷,3
石,1
浦,2
今,1
福,1
岩,1
ケ,3
鼻,1
魚,1
屋,4
江,2
尻,2
蛭,1
子,4
大,3
垣,2
久,1
保,1
島,3
小,5
川,2
奥,1
波,6
見,3
田,4
宿,1
野,4
皆,1
原,6
鏡,1
金,1
上,2
世,2
向,1
河,1
木,2
喜,1
多,1
部,1
京,3
街,1
道,1
口,2
銀,1
丘,1
寺,2
駒,1
倉,1
里,1
獅,2
崎,2
陰,1
下,1
司,1
白,1
柏,1
新,3
宮,4
浜,2
杉,1
末,1
須,1
津,2
住,1
吉,2
惣,1
外,2
側,1
井,1
滝,1
馬,2
鶴,1
賀,1
長,1
中,7
丁,1
村,2
成,1
相,1
難,1
路,2
畑,1
場,1
先,1
日,2
置,1
東,1
本,2
松,3
尾,1
万,3
年,2
地,1
文,1
珠,1
柳,1
縄,1
手,1
山,1
矢,1
由,1
良,1
猟,1
師,2
漁,1
脇,1
溝,1
国,1
分,1
