let,num
出,5
雲,8
路,7
神,8
楽,1
立,1
テ,1
本,14
俵,1
松,7
ノ,61
下,28
大,83
北,43
山,75
鏡,2
石,7
鴎,1
天,6
岡,7
蓮,3
ヶ,1
谷,29
長,9
原,21
乾,1
不,1
動,1
鷲,1
峯,44
宮,47
秋,1
葉,1
一,4
井,8
上,116
岸,4
椿,2
箱,2
林,5
前,10
草,4
玄,6
琢,3
東,36
南,20
釈,1
迦,1
田,17
尻,2
土,5
居,4
中,29
総,9
門,17
口,13
社,2
西,113
小,43
野,86
堀,5
脇,2
台,4
二,5
坂,9
萩,2
榿,2
木,12
開,4
薬,2
師,2
森,16
芦,1
堂,6
稲,1
荷,1
牛,3
ケ,20
滝,1
菖,2
蒲,2
岩,8
戸,1
笠,26
水,4
賀,129
茂,129
葵,2
之,3
赤,3
尾,12
朝,1
露,1
畔,1
勝,1
荒,3
池,6
殿,4
端,2
計,1
壱,1
町,1
茨,1
今,5
河,6
垣,4
内,8
馬,4
目,3
梅,9
辻,1
烏,2
帽,2
子,2
柳,7
音,4
保,1
瀬,1
毛,1
穴,1
シ,1
榊,1
桜,2
十,2
三,1
園,3
蝉,1
高,8
縄,5
手,2
竹,43
鼻,1
津,2
国,1
豊,1
嶋,1
軒,1
家,1
段,3
後,4
藤,6
狭,1
間,1
柊,1
備,1
舟,5
着,1
御,12
薗,1
深,2
泥,1
向,3
女,1
夫,1
薮,1
六,1
霊,2
江,1
清,1
蔵,2
白,3
紅,2
衣,24
阪,6
見,3
祓,1
街,1
道,3
橋,2
所,7
尊,2
院,9
場,2
キ,3
氷,3
室,3
金,1
閣,1
寺,4
畑,5
川,17
鞍,1
板,3
倉,3
初,3
花,8
以,3
溝,1
元,3
紫,86
若,3
才,2
芝,2
生,2
緑,2
栗,6
栖,4
桃,4
善,2
新,1
杉,5
風,1
都,1
将,7
軍,7
条,2
鷹,45
司,2
首,1
扇,1
奥,3
株,2
地,4
峰,2
冠,1
旧,1
黒,1
光,2
悦,1
護,1
法,1
逆,1
ツ,1
笹,1
皿,1
獄,1
滑,1
千,1
束,1
日,1
庭,1
流,1
菩,2
提,2
八,4
船,2
仏,1
越,1
焼,1
乗,2
寧,1
等,5
持,5
登,1
鴬,1
卯,1
横,1
蛙,1
柿,2
蟹,1
鹿,1
庄,2
勧,1
請,1
鎮,2
守,2
菴,2
峠,2
城,1
角,1
檀,1
栩,1
唄,1
毘,1
沙,1
樋,1
檜,1
坊,5
蓬,1
来,1
島,2
傍,1
示,1
茸,1
丸,1
円,1
万,1
寿,1
妙,1
鑓,1
磨,1
由,1
利,1
平,10
丁,2
鳥,3
敷,1
真,2
弓,2
福,1
幡,1
柏,3
龍,3
築,2
輿,2
郷,1
泉,3
徳,1
