let,num
字,103
厚,3
天,5
座,1
田,18
荒,3
河,5
生,2
野,30
池,3
部,2
石,3
原,18
猪,2
崎,2
場,2
一,2
尾,7
市,6
寺,10
ノ,5
宮,5
行,1
積,1
々,4
今,2
安,2
鋳,1
物,1
師,5
岩,5
井,5
間,2
上,11
梅,2
谷,4
裏,1
漆,1
端,1
榎,1
夷,1
大,37
内,8
呂,1
岡,2
興,1
奥,1
長,6
鍛,1
冶,1
津,4
小,5
紺,2
屋,5
佐,3
木,5
新,11
条,2
柳,2
川,3
北,5
観,1
音,1
喜,1
多,2
山,5
京,1
雲,1
呉,1
服,1
瘤,1
牧,2
坂,3
室,2
篠,2
下,10
十,1
二,3
常,2
願,1
正,2
後,1
明,1
庄,2
門,1
立,1
樽,1
水,1
和,27
談,1
土,4
保,1
戸,1
記,1
中,9
西,5
花,1
拝,1
萩,2
筈,1
巻,1
畑,2
半,1
旭,1
が,3
丘,4
東,6
菱,1
日,3
堀,2
越,1
前,3
三,23
俣,2
垣,1
久,16
駅,2
南,5
印,1
私,1
報,1
恩,1
口,1
江,29
町,62
在,1
金,1
有,2
路,2
公,1
毛,1
守,1
関,1
千,3
高,3
蓼,1
夏,1
箇,1
橋,1
波,1
美,1
藤,2
佛,1
性,1
か,1
し,1
の,1
台,2
鴨,1
桔,1
梗,1
平,5
駒,1
昭,2
末,2
広,2
砂,1
子,2
問,1
羽,1
合,3
峯,1
緑,1
ヶ,1
芦,1
渕,2
菟,2
身,1
加,1
用,1
草,1
松,1
束,1
頭,1
杉,1
辻,1
友,1
出,1
み,1
わ,1
岼,1
夜,13
板,1
倉,1
油,1
直,1
見,1
額,1
置,1
夕,1
陽,1
