let,num
阿,1
方,22
朝,3
倉,3
上,9
下,7
南,8
旭,1
五,1
十,1
嵐,1
い,4
こ,1
の,3
丘,2
石,2
井,6
橋,4
泉,2
川,26
今,1
治,1
村,6
内,4
堀,4
馬,4
越,2
島,13
枝,1
恵,1
美,3
須,2
延,1
喜,2
大,28
新,6
田,11
西,11
町,92
浜,6
九,1
王,1
紺,1
原,4
別,4
府,1
星,1
浦,17
宮,13
脇,2
山,8
之,3
三,10
明,1
日,4
台,2
戸,2
見,2
口,4
総,1
野,4
々,1
江,2
肥,1
海,15
宗,1
風,1
早,2
片,2
河,2
鐘,1
場,3
甘,1
崎,3
盛,1
瀬,1
徳,2
唐,1
子,1
東,5
神,1
祇,1
園,1
菊,12
間,15
池,2
高,9
佐,1
種,1
尻,1
長,3
坂,1
中,6
松,3
尾,1
北,6
鳥,3
生,3
吉,17
宝,2
来,3
衣,1
干,1
共,1
栄,2
蔵,1
敷,2
ク,1
リ,1
エ,1
イ,1
テ,1
ィ,1
ブ,1
ヒ,2
ル,2
ズ,2
鯉,1
小,5
郷,5
桜,3
広,3
紹,1
寺,4
屋,3
地,6
本,4
六,1
ヶ,2
黄,1
金,1
国,3
分,2
米,1
古,2
谷,5
団,1
し,2
ま,2
な,2
み,2
杜,1
末,1
関,3
前,3
岡,4
蒼,1
社,1
杣,1
正,2
市,1
ふ,1
れ,1
あ,1
部,3
宅,1
立,1
花,1
玉,21
鬼,1
葛,1
桂,1
木,5
鴨,1
反,1
摺,1
鍋,1
鈍,1
畑,2
所,2
法,1
界,1
御,1
厩,1
八,3
幡,2
與,1
和,1
龍,2
旦,1
近,1
辻,1
堂,1
土,1
天,1
保,2
通,1
常,1
盤,1
重,1
富,1
港,1
沢,1
波,13
樋,1
刀,1
潟,1
森,1
養,1
老,1
に,1
ぎ,1
わ,1
登,1
拝,1
志,1
伯,5
有,1
津,2
伊,1
叶,1
止,1
門,2
名,4
孫,1
兵,1
衛,1
作,1
賀,1
湊,1
窪,6
四,2
阪,1
友,1
余,1
室,1
矢,1
路,2
湯,1
ノ,1
横,1
幸,1
味,1
泊,1
駒,1
仁,1
福,1
臥,1
椋,1
庄,1
砂,1
