let,num
明,8
浜,8
町,100
狩,1
高,3
山,5
田,11
之,2
渡,1
江,3
宮,1
野,39
浦,2
宇,41
和,42
間,1
石,2
伊,3
賀,1
上,2
崎,1
稲,1
生,2
延,1
岩,1
木,3
卯,1
大,3
岡,1
小,3
原,2
皆,2
松,4
葉,2
加,1
茂,1
河,3
内,3
清,1
沢,1
窪,2
久,2
保,1
郷,1
坂,2
戸,3
さ,1
く,1
ら,1
下,5
常,1
定,1
寺,1
新,1
城,13
神,1
領,1
瀬,2
苗,1
真,1
土,3
中,2
永,1
長,3
西,4
信,1
里,1
東,1
多,1
枝,1
川,20
ひ,1
ま,1
わ,1
り,1
平,2
杢,1
所,1
れ,1
ん,1
げ,1
魚,1
成,1
相,1
男,1
嘉,1
喜,1
尾,1
津,3
南,1
穂,1
子,3
居,1
井,1
古,1
市,1
遊,1
谷,3
村,27
阿,1
旭,1
ケ,1
片,1
釜,1
鎌,1
蔵,3
良,1
栗,1
白,1
髭,1
四,1
郎,1
惣,1
鳥,1
鹿,1
富,1
通,1
舟,1
溪,1
予,1
林,1
三,15
瓶,15
朝,1
立,1
安,1
有,2
網,1
代,1
太,1
刀,1
泉,1
貫,2
鴫,1
泊,1
周,1
布,1
理,1
早,1
二,1
及,1
垣,1
俵,1
