let,num
阿,1
島,3
泉,5
池,1
宮,5
磯,1
浦,1
一,1
宇,1
高,4
上,4
原,7
江,2
口,1
王,1
子,6
大,4
生,3
院,1
御,1
蔵,1
落,1
神,3
金,1
観,1
音,1
菊,1
本,3
喜,3
光,3
地,2
岸,1
の,5
北,2
内,4
新,6
清,2
住,1
楠,1
崎,1
久,1
保,1
田,9
黒,1
郷,3
河,1
明,1
寺,2
国,1
領,1
寿,1
西,8
連,1
坂,1
井,1
桜,1
木,6
沢,1
津,2
繁,1
七,1
宝,1
台,1
東,2
雲,2
篠,1
場,1
水,3
下,2
庄,1
城,1
須,2
賀,2
角,2
野,3
瀬,1
戸,1
惣,1
開,1
永,1
山,6
滝,1
多,1
浜,3
立,1
川,3
所,1
種,2
土,2
橋,1
徳,1
常,1
外,1
長,1
岩,1
中,6
筋,1
萩,2
村,2
松,6
居,3
乙,1
荷,1
八,2
幡,1
垣,1
平,1
形,1
船,1
別,1
星,2
越,1
前,1
政,1
枝,1
又,1
港,1
南,1
小,1
根,1
横,1
吉,1
岡,1
若,1
